"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000160075.12",1604.87143705767,0.10312870498091,0.201288128465545,0.498314778229377,0.665743495985427
"ENSG00000215014.5",21.0805317973099,0.0919450498155928,0.251515463742136,0.536641940884183,0.695226874596614
"ENSG00000228594.4",75.8957307929222,-1.35674298283082,0.386240382233294,2.48008195095304e-05,0.00135263781859068
"ENSG00000286989.2",6.00729069046491,0.067756861939036,0.288412683735642,0.520231106462214,NA
"ENSG00000272106.1",30.5910577851219,0.166621413410567,0.283118828463243,0.283085960573919,0.473932506516183
"ENSG00000197530.13",577.118601662911,-0.0155434264963567,0.210823392283821,0.91423402345849,0.952376371380141
"ENSG00000189409.14",1.30021488201006,-0.000500363039452663,0.296326913658804,0.99018545804013,NA
"ENSG00000248333.9",340.606306042534,-0.805567059536304,0.300096913090242,0.000674541238227532,0.012536363246541
"ENSG00000272004.2",4.72529912495127,-0.0435881839893298,0.290468679682718,0.614037781666621,NA
"ENSG00000189339.12",1868.10898380492,-0.457379855957921,0.19700258171497,0.00508202836412051,0.0472802607713846
"ENSG00000293187.1",45.342598560552,-0.274983332662915,0.342440662409918,0.116143164269971,0.275161945648663
"ENSG00000269737.3",16.3090862596572,-0.0613887457473579,0.262654936846673,0.648322873984904,NA
"ENSG00000310190.1",21.6397873241022,-0.0719687917183552,0.262986507779465,0.598752016725738,0.743188355408592
"ENSG00000008128.23",59.8975903519224,-0.140161011336547,0.239873152543165,0.374249786432915,0.560858753383507
"ENSG00000268575.1",83.3766875729303,-0.310717419564601,0.277850678773776,0.0874313572704336,0.233754099770423
"ENSG00000293188.2",789.281955026881,-0.570810194600601,0.275658068859062,0.00577420467040215,0.0510407617132829
"ENSG00000290854.2",110.380773194164,-0.411160254110552,0.2849475730582,0.0347440519136913,0.141393486535198
"ENSG00000008130.15",1870.9936515927,-0.0378452291817079,0.183581319864559,0.82325414637647,0.896745589576411
"ENSG00000302550.1",19.166623993509,0.0108704507620168,0.2669433005057,0.930604490283787,NA
"ENSG00000078369.19",7380.76004370948,-0.695589691857885,0.248084366556607,0.00071059924945866,0.0129532710747358
"ENSG00000231050.4",13.6345520925835,-0.0737338096560847,0.270579313447648,0.572485544489597,NA
"ENSG00000294910.1",2.76807813169392,-0.0169314457879461,0.291726002152091,0.812630774833215,NA
"ENSG00000306476.1",0.963067857578354,0.05717530810016,0.306823558570292,0.110035615457998,NA
"ENSG00000169885.10",1.08196288796891,-0.0715593808114275,0.309915394342646,0.119409784509797,NA
"ENSG00000178821.13",9.87830099443793,-0.142078313314157,0.316602453575079,0.230112424770174,NA
"ENSG00000067606.17",305.417876790623,-0.0533856910576932,0.211405169367902,0.722035965949752,0.82988332187881
"ENSG00000308181.1",1.02386369169281,-0.0559250282581183,0.305079282448877,0.173842250125995,NA
"ENSG00000271806.1",17.9497646225405,-0.17087150322081,0.331234480277584,0.17692603134231,NA
"ENSG00000182873.5",22.6601119214924,-0.541718431751352,0.535623143549115,0.0258479405648334,0.120424548028939
"ENSG00000162585.17",487.569537283307,0.0538816089893827,0.207604442312425,0.712596722648567,0.823678487730247
"ENSG00000304038.1",1.22731990351513,-0.0176228020342354,0.296638131044868,0.725032571253268,NA
"ENSG00000304143.1",2.18988680942345,0.0317717248531532,0.294652859489384,0.635268509645671,NA
"ENSG00000157933.11",1908.9682450038,-1.25879741359576,0.361533316807232,2.96404299794185e-05,0.00155003029895286
"ENSG00000295493.1",7.94421757954815,-0.23552503091819,0.42974347355795,0.0239248115669638,NA
"ENSG00000287356.2",15.15694857371,0.00998889780570644,0.253927315607649,0.942196036667937,NA
"ENSG00000116151.14",162.56836646503,-0.307461960618251,0.22517093785517,0.0680176644719766,0.20290951286624
"ENSG00000292993.1",26.816368415081,-0.961054327861011,0.599230627823731,0.00507965478884624,0.0472802607713846
"ENSG00000272420.1",7.39570431110333,-0.231161518770497,0.391604169351391,0.0803146889845777,NA
"ENSG00000157916.20",2564.73160590341,0.252274295475427,0.23405223571111,0.13132807768414,0.296082419484718
"ENSG00000157911.11",419.701844609083,0.117360798456694,0.201122236553021,0.441966022439436,0.619145934434252
"ENSG00000149527.18",162.045985628611,-0.483146071688964,0.321819804602281,0.0223584991321696,0.111246712602976
"ENSG00000224387.1",0.916751882608398,-0.0813876495971942,0.31446019642583,0.0484305500109899,NA
"ENSG00000229393.1",1.27557152439993,-0.0486476220359687,0.30132614601818,0.352889410090214,NA
"ENSG00000157881.16",383.896809350572,-0.0637715730507945,0.19795524238274,0.668379216037548,0.793413949787158
"ENSG00000272449.4",9.1824323201601,0.326791484205784,0.474163481068514,0.0550369296416984,NA
"ENSG00000238164.7",30.4334854547011,-0.135435158747346,0.265870596202127,0.37185990098032,0.558583958117746
"ENSG00000157873.18",689.028097982785,0.0908033483154344,0.203908220261308,0.543507757326184,0.700117500560594
"ENSG00000225931.3",2.25844262519036,-0.0289145737690479,0.295550491300882,0.637278986701796,NA
"ENSG00000228037.2",9.92530317264148,-0.0625389061735171,0.278512208275566,0.595855368112314,NA
"ENSG00000289610.3",5.39159229359187,-0.119293093616224,0.31894704025773,0.187530940715038,NA
"ENSG00000157870.17",663.982383887149,0.202341109613741,0.213162873598413,0.205069427472207,0.390200604588538
"ENSG00000142606.16",2.40924780878466,0.00973575392597011,0.29282515068596,0.884462552693086,NA
"ENSG00000237058.2",1.32135976023559,0.0146135322945681,0.294746699520326,0.800918960053738,NA
"ENSG00000215912.13",28.5816229781009,-0.570678095761984,0.61055682754668,0.022611503986975,0.112008436071353
"ENSG00000142611.17",30.0195727572942,-1.32340135387263,0.449850573071345,0.00017829971142708,0.00508451816195157
"ENSG00000279839.1",1.73049045055743,-0.092938764249171,0.316829958455846,0.0793777732276663,NA
"ENSG00000272235.1",2.2087420667811,-0.0264446078372215,0.294867226371756,0.671761792239367,NA
"ENSG00000287828.2",5.68450894790684,0.0203855244555306,0.282975368078632,0.835159233760227,NA
"ENSG00000286518.1",0.855693767385336,-0.0682448728479902,0.309729796852332,0.0865858831304698,NA
"ENSG00000297626.1",0.900167750627699,0.0821705005605607,0.314307334765459,0.060034653687899,NA
"ENSG00000130762.15",522.567485332811,0.0364425638521741,0.204544704031677,0.81061131210269,0.88891209299908
"ENSG00000272088.1",0.922564936889173,-0.000309323429752137,0.297318284566045,0.986435258520614,NA
"ENSG00000162591.17",307.606068151046,-0.488340519554528,0.341612182589889,0.023912795489323,0.115600679704719
"ENSG00000238260.4",2.31559568019551,-0.15809652363123,0.356447774287358,0.0241675677135648,NA
"ENSG00000158109.15",1222.8435346818,0.163296610455048,0.215892886935331,0.302586599056363,0.493265582588893
"ENSG00000116213.16",353.946534148506,0.0342147301200227,0.186687674681149,0.816816448534073,0.892442994295893
"ENSG00000078900.16",14.8200928901697,-0.102283841273982,0.287311499283464,0.414936314749925,NA
"ENSG00000293478.2",347.343219505107,-0.165854847152066,0.178072871519815,0.252673654539799,0.442771330742515
"ENSG00000162592.10",1.50372119586663,-0.0728739646952728,0.308664092672182,0.151239197026613,NA
"ENSG00000235169.11",60.588790798789,0.280573813689409,0.307434582440883,0.119346868358945,0.279540973851449
"ENSG00000130764.10",1740.26184620218,0.0366092219528072,0.180900462282152,0.801148532532376,0.882961672997433
"ENSG00000266075.2",6.2400601292143,-0.027888582636678,0.278258264500795,0.793620736615614,NA
"ENSG00000272153.1",13.2435573950695,0.195169528518939,0.319554806411547,0.197211169019821,NA
"ENSG00000116198.14",1417.6579266699,-0.401250509002136,0.203443502941455,0.0137402472446941,0.0846361271014272
"ENSG00000169598.17",188.718716227818,-0.0344012873215238,0.183421808355399,0.811552972725246,0.889672758328611
"ENSG00000198912.12",233.906471254126,-0.469906600859621,0.308443709227191,0.0231132305156047,0.11352265092969
"ENSG00000236423.9",52.0305102062529,-0.417822383246256,0.349947882911036,0.0433677326236222,0.15851332045752
"ENSG00000300565.1",2.0518475702671,0.0638458765980831,0.301503866428288,0.362026953106641,NA
"ENSG00000196581.11",113.657922518062,-0.122441175386474,0.194287122902582,0.41447999098499,0.59643221807443
"ENSG00000287586.1",5.64233711584205,-0.0613029360118419,0.295835089129916,0.464401190521988,NA
"ENSG00000131697.18",272.609906697328,-0.840938952290786,0.349935773858444,0.00130244098762717,0.019323311823878
"ENSG00000299539.1",2.97779285740403,-0.0507625516246164,0.296123471503654,0.496637341376189,NA
"ENSG00000069424.16",86.8979606040008,-0.473887881440973,0.317721496868726,0.0238255275139742,0.115398429526406
"ENSG00000116254.18",11.1700191946338,-1.74929760047805,0.775666673742886,0.00101846193591177,NA
"ENSG00000116251.11",2207.8754884703,0.120605357799261,0.147081122003706,0.349240845920737,0.537295913309912
"ENSG00000226944.2",3.0921755019391,0.0795951321038983,0.305716622196861,0.285855208299743,NA
"ENSG00000158286.13",248.816097830647,0.146792866319457,0.224822465537336,0.354749620131449,0.542015563113567
"ENSG00000116237.16",3962.27950540961,0.19439728445467,0.223538836565611,0.229199854763194,0.41712234120205
"ENSG00000225077.4",4.35929442129593,-0.0170706234696289,0.285426863646294,0.847790326313392,NA
"ENSG00000158292.7",247.714969705449,-0.466015896580799,0.297163796819885,0.0220944392784032,0.110361447322951
"ENSG00000097021.21",741.028164914639,-0.404200713148775,0.217932614321098,0.0180423423884912,0.0983664119824824
"ENSG00000271746.1",0.985665026496372,0.0592892447723349,0.305210824403555,0.202916886018207,NA
"ENSG00000069812.11",581.426016631883,-0.422162253047948,0.208413017935115,0.0116630795554518,0.0774234480765265
"ENSG00000187017.18",103.295857790775,-0.42289548319954,0.42128838836592,0.0446526087954956,0.161218567625766
"ENSG00000231868.1",2.20612097863377,0.0505966997494092,0.298623775901115,0.445525945610161,NA
"ENSG00000215788.11",330.228432101987,-0.3225978601543,0.242569170760558,0.0654252611157877,0.19872370448395
"ENSG00000171680.23",1051.79070740403,-0.216251615199211,0.235804074143755,0.192331621409918,0.375065480890379
"ENSG00000297749.1",4.41701342787757,-0.122864999427265,0.325985544899731,0.124220966894574,NA
"ENSG00000299237.1",3.0151115047921,-0.0823370786885926,0.304323567816788,0.311046868931751,NA
"ENSG00000299253.1",9.86593894362628,-0.0291179076942776,0.277684149533668,0.78748176065907,NA
"ENSG00000162408.11",1363.73106277679,-0.170397338642367,0.194461005609824,0.261202438928891,0.450498860294954
"ENSG00000253022.1",2.72273410175499,-0.0311446019276406,0.293352128956675,0.660311677438027,NA
"ENSG00000229519.2",25.9296155725118,-0.333950072320213,0.379339519823972,0.0774835152730741,0.219145665949721
"ENSG00000173662.21",4.3457757979946,0.0441617099573057,0.290015217153735,0.621374268441163,NA
"ENSG00000204859.13",415.061748263636,0.0180957674836506,0.198467381451929,0.905025654298014,0.947883052735226
"ENSG00000162413.17",1195.80739953335,-0.465472515833771,0.204684806258056,0.00551957675895567,0.049975408887195
"ENSG00000295286.1",11.3433299542095,-0.0736607804713413,0.288369370356234,0.495884628023372,NA
"ENSG00000304810.1",1.13903681674603,0.012996025845547,0.296526067211736,0.784560558146936,NA
"ENSG00000116273.6",640.388406888833,-0.339617336682943,0.209013281867569,0.0378660785688739,0.1476101363725
"ENSG00000041988.16",337.714179980569,0.168582323078621,0.234481465569891,0.294752811980844,0.485578727819655
"ENSG00000007923.17",1164.67795911715,-0.237847930116337,0.184626402733985,0.111314928184911,0.268115464865414
"ENSG00000237436.2",9.53448256837149,0.104751107491913,0.291721998260642,0.392600772184659,NA
"ENSG00000171735.21",536.389505445744,0.215029168428474,0.214712938652028,0.179895052985367,0.359249339278393
"ENSG00000227950.1",10.0234255543554,-0.118425954887341,0.308835069196636,0.272791986182986,NA
"ENSG00000237402.2",3.11163784591119,-0.0435922126937593,0.295452081035199,0.545164247527932,NA
"ENSG00000237728.3",2.18193761619469,-0.0773752856011054,0.308395067393617,0.21022810528082,NA
"ENSG00000294314.1",0.82702175810888,-0.0237655185199723,0.300446866703555,0.683522246255623,NA
"ENSG00000270035.1",0.83705747037348,-0.0174341447706047,0.298620498533915,0.641880227416029,NA
"ENSG00000269978.2",1.63878286790906,0.0510995581684153,0.3019702908167,0.293753900116286,NA
"ENSG00000049245.13",4090.00655799445,0.293586182671828,0.244520504377319,0.0922996668779422,0.240566568554148
"ENSG00000269925.1",20.8917183285143,0.159301796774396,0.2777574202286,0.304262833963023,NA
"ENSG00000049246.15",415.302317058806,-0.174173632867879,0.20720056370142,0.263687966959148,0.453130011817037
"ENSG00000236266.2",20.2313013460748,-0.194862908893082,0.326326389937962,0.184227921966978,NA
"ENSG00000049247.14",3.55665028442748,0.056485521110817,0.294585408600212,0.502201797569278,NA
"ENSG00000049249.10",18.174205159903,0.0479006458155323,0.257072057051807,0.729053579860932,NA
"ENSG00000116288.13",1968.75976430394,0.162031509401857,0.194073482769999,0.295711227609642,0.486532039041842
"ENSG00000299004.1",2.18335097343266,-0.0375777971921099,0.294833941086653,0.586851187657692,NA
"ENSG00000200344.1",9.57812677464524,0.0745540245672358,0.287917011096877,0.496209011547094,NA
"ENSG00000284747.1",39.7014219740634,-0.0343122572471801,0.233167440868464,0.815875715732531,0.89195847583924
"ENSG00000284716.1",2.54715895382164,-0.0131658477767665,0.293128322907212,0.838586123609647,NA
"ENSG00000116285.13",2909.49645244664,0.0154551185700469,0.15010659654147,0.905426976222244,0.948047201181184
"ENSG00000238290.2",7.07145935473439,-0.038380570229233,0.282572935170964,0.706593792099148,NA
"ENSG00000301325.1",0.987489264651265,0.0673533136705415,0.308972078203107,0.114990884633451,NA
"ENSG00000227634.4",10.3374309594326,0.100290785490976,0.293232976553695,0.395304985332221,NA
"ENSG00000301344.1",0.97951686990673,0.0468654027886106,0.304018332879017,0.216880284727724,NA
"ENSG00000162426.16",11.8791031051099,-0.201277614767157,0.340743848160994,0.156404903937984,NA
"ENSG00000142599.20",1389.0790251319,-0.470562765545537,0.310181374544594,0.0231518408288438,0.113618213118186
"ENSG00000232912.6",16.028670238514,-0.0565991750821751,0.275197337003917,0.63876699749843,NA
"ENSG00000221083.1",1.06651137454079,-0.0503435241425175,0.304781364239473,0.198043710265879,NA
"ENSG00000270282.1",2.40581002159272,-0.0661759361383495,0.306570668388335,0.18545684549255,NA
"ENSG00000234619.1",10.2476337936197,-0.100000081053492,0.292382936215955,0.396440338919289,NA
"ENSG00000224315.2",8.85226269952009,-0.085080185998209,0.290485952641478,0.445286544284196,NA
"ENSG00000303676.1",6.98467705652765,-0.0318897725467904,0.284106799073328,0.741471861138467,NA
"ENSG00000222511.2",6.79685144395431,0.0378771479052081,0.286948796194099,0.68186454036307,NA
"ENSG00000226545.1",13.672283296553,-0.452685282510609,0.777033512249835,0.0212281466646907,NA
"ENSG00000228423.2",17.343992278225,-0.0569482755206509,0.282199086155825,0.603318289497877,NA
"ENSG00000074800.16",46324.2630827279,-0.0100965496745485,0.161268302427978,0.938289418392243,0.965248001049829
"ENSG00000274258.1",6.39108375575778,0.161003129181974,0.332576891886044,0.169670493180905,NA
"ENSG00000230679.2",17.6610251771949,0.130337241905175,0.278216101695254,0.371012230031175,NA
"ENSG00000310107.1",0.996117193449326,0.0368347006130383,0.298966872737493,0.472551393440595,NA
"ENSG00000142583.18",2.91477465342853,-0.140536774655158,0.337636061749409,0.0884305391775613,NA
"ENSG00000180758.12",616.922439000838,-0.0434233705094815,0.174098333278507,0.758408759603334,0.855732397370888
"ENSG00000228526.9",557.520656277689,-0.0832672335353359,0.203007583280088,0.580577518037829,0.729514461719408
"ENSG00000289914.2",80.375423727024,-0.243963003678496,0.428657616814616,0.0385809799389585,0.148955006296061
"ENSG00000302015.1",34.6354188177669,-1.76048256648944,0.629256059786049,0.000213788032074947,0.00583707279395049
"ENSG00000234546.6",189.393100129314,-0.0814985503788612,0.196371026173017,0.585125332372562,0.732816163019595
"ENSG00000301968.1",1.3913609858125,-0.0392683449804173,0.30022163634164,0.396588044250325,NA
"ENSG00000049239.13",4439.50942514267,-0.552220155425233,0.246992130815587,0.00426315467227734,0.0422549657326267
"ENSG00000302217.1",42.8778606499675,-0.396428012648904,0.476054514831213,0.047405384943987,0.166271096937875
"ENSG00000171621.14",869.888440315654,0.0976180186907496,0.204325422629057,0.523588412538191,0.685618729427474
"ENSG00000294252.1",12.4332369992518,-1.95364809773977,0.846476407236462,0.000890520962988479,NA
"ENSG00000296073.1",7.01937473963841,-0.27139631418809,0.479923073265874,0.0209674756483246,NA
"ENSG00000296056.1",7.63717830676981,-0.0333159753062929,0.28332053483266,0.737790632020672,NA
"ENSG00000284693.3",8.97702953794005,0.164420393233547,0.337593232434285,0.149387492276161,NA
"ENSG00000171612.7",461.902504514819,0.281066738033535,0.245148357723159,0.104992948537805,0.259223471152459
"ENSG00000231181.1",11.9780679920674,-0.260440586770257,0.429814124111126,0.0551986982832369,NA
"ENSG00000188807.13",383.669082715831,-1.0153076149903,0.329616925564798,0.000146577231602417,0.00444676267371384
"ENSG00000171608.18",405.328171478243,-1.06674244261734,0.305340306822691,3.37932563640427e-05,0.00166983371736042
"ENSG00000231789.5",5.22432682619517,0.177544255279964,0.354946273995363,0.0988943512718816,NA
"ENSG00000171603.18",7976.0691596204,-0.702257004264645,0.340584230787326,0.00427400801900251,0.0422910771535225
"ENSG00000271264.1",5.00882372889721,-0.028510401488008,0.29034499376402,0.720788897279583,NA
"ENSG00000280113.2",2.10995134637559,0.0270149408107721,0.296181584935455,0.63669769892379,NA
"ENSG00000178585.15",814.40969298696,0.0526365459187387,0.193391560465014,0.738488583055849,0.841620796383046
"ENSG00000285701.2",16.5487018679585,-0.214894481009335,0.360650784888115,0.120962844971789,NA
"ENSG00000228150.2",26.5656288141201,-0.065394609263855,0.250138846206393,0.648536530898704,0.779939641617839
"ENSG00000162441.12",810.731979497796,0.294963539454393,0.251485763677357,0.0937886258186899,0.243069871595122
"ENSG00000173614.14",701.152896012507,0.218381835415897,0.243091456028913,0.188582338045833,0.370128175678751
"ENSG00000202415.1",8.26095183445401,-0.235668440696264,0.385476166903793,0.0924937896542496,NA
"ENSG00000283611.2",18.2490907694084,-0.273396536807634,0.439777381887203,0.0545196614213078,NA
"ENSG00000265521.1",3.19042110217462,-0.158806533449736,0.353938915198873,0.0461725911048489,NA
"ENSG00000162444.12",16.6476774388554,-0.000179912689725159,0.25619363177252,0.996956993354374,NA
"ENSG00000130939.20",1465.15677328977,-0.232668594316655,0.249890347258691,0.169013992327899,0.34607351374264
"ENSG00000224340.1",2.54340643069467,-0.113410200683569,0.325571043084456,0.0656796837381068,NA
"ENSG00000233623.2",5.03389442563514,-0.299243878227322,0.546098676256499,0.0112902230140555,NA
"ENSG00000201746.1",1.38818335369353,-0.0172418745863517,0.296675955284414,0.729163597275853,NA
