"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010810","regulation of cell-substrate adhesion","23/545","224/18805",0.102678571428571,3.54288171690695,6.61437194034061,1.6226034858683e-07,6.55860833762356e-05,5.21200432104556e-05,"SLC9A1/CCN1/NID1/FN1/PKHD1/AGR2/SERPINE1/TLN1/ABL1/NOTCH1/GREM1/CX3CL1/MINK1/JUP/COL1A1/P4HB/CAMSAP3/MYADM/JAG1/RAC2/PDGFB/GPM6B/FLNA",23
"GO:0016055","Wnt signaling pathway","36/545","477/18805",0.0754716981132075,2.60411978535572,6.13071930920655,1.7931432525152e-07,6.55860833762356e-05,5.21200432104556e-05,"SKI/DRAXIN/CELSR2/TCF7L1/SOSTDC1/ZNF703/WNK2/DAB2IP/ABL1/NOTCH1/GATA3/GRK5/LRP4/TMEM132A/MARK2/LRP5/BCL9L/LRP1/SCEL/CCDC88C/GREM1/TLE3/LRRK1/TSC2/PKD1/ATP6V0C/TGFB1I1/TAX1BP3/JUP/COL1A1/SMARCA4/TGFB1/SNAI1/APCDD1L/COL6A1/CELSR1",36
"GO:0001667","ameboidal-type cell migration","24/545","243/18805",0.0987654320987654,3.40786045984823,6.52672108093387,1.81543479418987e-07,6.55860833762356e-05,5.21200432104556e-05,"TMEM201/ITGA4/ERBB4/FN1/TNS1/IQSEC1/PTPN23/SEMA3F/PPARD/ENPP2/EPPK1/PLEC/DAB2IP/LRP5/KITLG/PML/CTSH/SEMA4B/ITGB4/TGFB1/MEGF8/MMP9/SNAI1/LAMA5",24
"GO:0001837","epithelial to mesenchymal transition","21/545","192/18805",0.109375,3.77393922018349,6.67440187356095,1.93306351003642e-07,6.55860833762356e-05,5.21200432104556e-05,"TRIM62/EPHA4/TCOF1/TNXB/ZNF703/AKNA/DAB2IP/ENG/NOTCH1/GATA3/DLG5/PHLDB1/BCL9L/GREM1/VASN/TGFB1I1/COL1A1/TGFB1/JAG1/SNAI1/FLNA",21
"GO:0060485","mesenchyme development","29/545","342/18805",0.0847953216374269,2.92582756585654,6.20943810994278,2.64931847495915e-07,8.38950850403731e-05,6.66698670259895e-05,"TRIM62/ERBB4/FN1/EPHA4/SEMA3F/TCOF1/TNXB/ZNF703/AKNA/DAB2IP/ENG/NOTCH1/GATA3/DLG5/PAX2/PHLDB1/BCL9L/KITLG/GREM1/SEMA4B/VASN/TGFB1I1/FOXC2/COL1A1/TGFB1/JAG1/SNAI1/LAMA5/FLNA",29
"GO:0045926","negative regulation of growth","23/545","233/18805",0.0987124463519313,3.40603220852857,6.38444346470945,3.30130937375291e-07,9.80076220332894e-05,7.78848382518285e-05,"DRAXIN/CDKN2C/NPR1/RGS4/IGFBP5/SEMA3F/SPP1/SLIT3/STC2/JARID2/PPARD/PTCH1/ULK1/GREM1/PML/RGMA/MT1E/MT1F/MT1G/RAI1/SMARCA4/TGFB1/PLXNA3",23
"GO:0051098","regulation of binding","21/545","209/18805",0.100478468899522,3.46696808744129,6.19583568450373,7.99777963429018e-07,0.000223467372134579,0.000177585373179967,"SKI/PTPRF/NES/ITGA4/EPHA4/ZNF618/GOLGA2/ABL1/GATA3/MARK2/LRP1/PLK1/RIPOR1/ZFPM1/RARA/DOT1L/ZBTB7A/BCL3/MED25/MMP9/H1-0",21
"GO:0051960","regulation of nervous system development","33/545","454/18805",0.0726872246696035,2.50804267873742,5.6193318117451,1.35461086029853e-06,0.000352306945714308,0.000279971791098395,"AGRN/SKI/DRAXIN/TNFRSF1B/EPHB2/CDK18/FN1/EPHA4/SEMA3F/SPP1/GPER1/IL33/NOTCH1/DLG5/LRP4/FLRT1/ULK1/RGMA/CX3CL1/SLC7A5/NLGN2/NR1D1/RARA/WDR62/TGFB1/MEGF8/CDH4/PLXNB2/SHANK3/SRPX2/PLXNB3/L1CAM/PLXNA3",33
"GO:0001704","formation of primary germ layer","16/545","132/18805",0.121212121212121,4.18237420072282,6.338757651564,1.40922778285723e-06,0.000352306945714308,0.000279971791098395,"AHDC1/LAMB3/ITGA4/FN1/COL7A1/COL5A1/PAX2/COL4A2/MMP15/FOXC2/KDM6B/ITGB4/MMP9/SNAI1/COL6A1/MYH9",16
"GO:0001503","ossification","33/545","458/18805",0.0720524017467249,2.48613837586635,5.5626590695238,1.6414418313214e-06,0.000389842434938832,0.00030980054774308,"SKI/DHRS3/ALPL/CCN1/ECM1/MEF2D/GLI2/IGFBP5/ERFE/SPP1/PDLIM7/PTCH1/RXRA/NOTCH1/LRP4/LRP5/HDAC7/GREM1/ADAMTS7/XYLT1/FOXC2/GIT1/COL1A1/MRC2/FASN/TGFB1/JAG1/RRBP1/SNAI1/COL6A1/MN1/GPM6B/BCOR",33
"GO:0007369","gastrulation","20/545","202/18805",0.099009900990099,3.41629575801617,5.96495633605318,1.8373213532455e-06,0.00041558459180553,0.000330257362042023,"AHDC1/LAMB3/ITGA4/FN1/COL7A1/COL5A1/PAX2/LRP5/PHLDB1/COL4A2/MMP15/FOXC2/KDM6B/ITGB4/MEGF8/MYADM/MMP9/SNAI1/COL6A1/MYH9",20
"GO:0035987","endodermal cell differentiation","10/545","52/18805",0.192307692307692,6.63549752999294,7.03026255363095,2.03713043366537e-06,0.000427188077886016,0.000339478437074627,"LAMB3/ITGA4/FN1/COL7A1/COL5A1/COL4A2/MMP15/MMP9/COL6A1/MYH9",10
"GO:0007160","cell-matrix adhesion","22/545","240/18805",0.0916666666666667,3.16292048929664,5.82601615550045,2.06848964029018e-06,0.000427188077886016,0.000339478437074627,"SLC9A1/NID1/ITGA4/FN1/MUC4/TNXB/PKHD1/SERPINE1/ZYX/TLN1/TMEM8B/ABL1/GREM1/PKD1/CX3CL1/MINK1/JUP/ITGB4/CAMSAP3/JAG1/GPM6B/L1CAM",22
"GO:0042593","glucose homeostasis","23/545","268/18805",0.0858208955223881,2.96121456935506,5.5865767382458,3.7405501859131e-06,0.000668412089916251,0.000531174682424305,"IGFBP5/PPARGC1A/SLC12A7/PPARD/GPER1/FOXK1/PDK4/PTCH1/HK1/PAX2/LRP5/SIDT2/NR1H4/GPR68/NR1D1/NGFR/COL1A1/RPTOR/RAB11B/ICAM1/SMARCA4/TGFB1/FOXA3",23
"GO:0048754","branching morphogenesis of an epithelial tube","17/545","159/18805",0.106918238993711,3.6891696959206,5.8829738317067,3.83698359453921e-06,0.000668412089916251,0.000531174682424305,"GLI2/PKHD1/PTCH1/ENG/ABL1/NOTCH1/DLG5/PAX2/LRP5/GREM1/PML/CTSH/PKD1/FOXC2/TGFB1/LAMA5/CELSR1",17
"GO:0045785","positive regulation of cell adhesion","34/545","499/18805",0.0681362725450902,2.35101395451453,5.28428660413055,3.92077963460237e-06,0.000668412089916251,0.000531174682424305,"CCN1/VTCN1/SELP/NID1/GLI2/ITGA4/FN1/EPHA4/PTPN23/CD74/AGR2/ABL1/GATA3/ZMIZ1/KITLG/CD276/CSK/CX3CL1/ADGRG1/FOXC2/PIEZO1/RARA/JUP/P4HB/AP3D1/SMARCA4/BRD4/TGFB1/PRKD2/IL4I1/MYADM/SOX12/PDGFB/FLNA",34
"GO:0033500","carbohydrate homeostasis","23/545","269/18805",0.0855018587360595,2.95020633675523,5.56572415959713,3.98168983901807e-06,0.000668412089916251,0.000531174682424305,"IGFBP5/PPARGC1A/SLC12A7/PPARD/GPER1/FOXK1/PDK4/PTCH1/HK1/PAX2/LRP5/SIDT2/NR1H4/GPR68/NR1D1/NGFR/COL1A1/RPTOR/RAB11B/ICAM1/SMARCA4/TGFB1/FOXA3",23
"GO:0002573","myeloid leukocyte differentiation","22/545","250/18805",0.088,3.03640366972477,5.59984984294705,4.04284496707957e-06,0.000668412089916251,0.000531174682424305,"PRDM16/PIK3CD/IL1RL1/ERFE/CD74/HSF1/IL33/GATA3/PDE2A/LTBR/KITLG/GPR68/LRRK1/MT1G/ZFPM1/CSF3/RARA/RPTOR/FASN/TGFB1/MMP9/MYH9",22
"GO:0050770","regulation of axonogenesis","16/545","143/18805",0.111888111888112,3.86065310835953,5.93235468852798,4.08083170685711e-06,0.000668412089916251,0.000531174682424305,"DRAXIN/EPHB2/FN1/EPHA4/SEMA3F/SPP1/LRP4/MARK2/ULK1/RGMA/MEGF8/CDH4/PLXNB2/PLXNB3/L1CAM/PLXNA3",16
"GO:0032963","collagen metabolic process","14/545","112/18805",0.125,4.31307339449541,6.07538145333501,4.43144967722436e-06,0.000701646198893857,0.000557585212018475,"TNXB/PPARD/ENG/COL5A1/NOTCH1/MMP10/TNS2/MMP15/COL1A1/MRC2/TGFB1/KLK6/MMP9/COL6A1",14
"GO:0061448","connective tissue development","24/545","291/18805",0.0824742268041237,2.84573914688357,5.48200811393019,4.59966726030648e-06,0.000704787725369541,0.000560081724803363,"CCN1/ECM1/MEF2D/CHI3L1/PPARGC1A/PRKG2/RXFP1/SH3PXD2B/PPARD/COL5A1/NOTCH1/GATA3/LRP5/NR1H4/GREM1/ADAMTS7/PKD1/FOXC2/RARA/COL1A1/TGFB1/SNAI1/COL6A1/PDGFB",24
"GO:0021675","nerve development","13/545","100/18805",0.13,4.48559633027523,6.03769567824113,6.26128130196775e-06,0.000871154954165963,0.000692290673825849,"ECE1/EPHB2/CHRNB2/ITGA4/EPHA4/SEMA3F/LRIG1/PAX2/NAV2/CNGB1/NGFR/PRKCG/PLXNA3",13
"GO:0007411","axon guidance","21/545","238/18805",0.0882352941176471,3.04452239611441,5.48381086748928,6.40285678018458e-06,0.000871154954165963,0.000692290673825849,"DRAXIN/ECE1/EPHB2/GLI2/EPHA4/SEMA3F/PLEKHG4B/SLIT3/UNC5A/PTCH1/NOTCH1/GATA3/UNC5B/NECTIN1/SEMA4B/NGFR/NOTCH3/MEGF8/CDH4/L1CAM/PLXNA3",21
"GO:0072577","endothelial cell apoptotic process","11/545","72/18805",0.152777777777778,5.27153414882773,6.27363792216614,6.68265853260971e-06,0.000871154954165963,0.000692290673825849,"ITGA4/SCG2/GPER1/SERPINE1/DAB2IP/ABL1/GATA3/NGFR/ICAM1/PAK4/TGFB1",11
"GO:0060561","apoptotic process involved in morphogenesis","7/545","26/18805",0.269230769230769,9.28969654199012,7.30738621507956,6.73094415493519e-06,0.000871154954165963,0.000692290673825849,"TNFRSF1B/CCN1/NOTCH1/PAX2/LRP5/PML/FOXC2",7
"GO:0061005","cell differentiation involved in kidney development","10/545","59/18805",0.169491525423729,5.84823511118022,6.443596807898,6.74473740260343e-06,0.000871154954165963,0.000692290673825849,"PTCH1/NOTCH1/GATA3/PAX2/GREM1/GLIS2/FOXC2/JAG1/MMP9/PDGFB",10
"GO:0097485","neuron projection guidance","21/545","239/18805",0.0878661087866109,3.03178380868297,5.46122737257448,6.83371949705658e-06,0.000871154954165963,0.000692290673825849,"DRAXIN/ECE1/EPHB2/GLI2/EPHA4/SEMA3F/PLEKHG4B/SLIT3/UNC5A/PTCH1/NOTCH1/GATA3/UNC5B/NECTIN1/SEMA4B/NGFR/NOTCH3/MEGF8/CDH4/L1CAM/PLXNA3",21
"GO:0070371","ERK1 and ERK2 cascade","25/545","319/18805",0.0783699059561129,2.70412125046734,5.3033140418613,7.18365329468933e-06,0.000871154954165963,0.000692290673825849,"EPHB2/CCN1/IQGAP3/CHI3L1/ERBB4/FN1/EPHA4/CD74/PKHD1/GPER1/WNK2/DAB2IP/ABL1/NOTCH1/DENND2B/CSK/CTSH/CX3CL1/NDRG4/WNK4/ICAM1/TGFB1/PRKD2/DDT/PDGFB",25
"GO:0010720","positive regulation of cell development","31/545","447/18805",0.0693512304250559,2.39293557457464,5.14926324421803,7.36983140448391e-06,0.000871154954165963,0.000692290673825849,"TNFRSF1B/EPHB2/GLI2/FN1/EPHA4/CD74/GPER1/HSF1/IL33/NOTCH1/GATA3/ZMIZ1/KITLG/GPR68/CX3CL1/SLC7A5/RARA/RPTOR/AP3D1/SMARCA4/BRD4/WDR62/TGFB1/MEGF8/IL4I1/SOX12/CDH4/PLXNB2/SHANK3/PLXNB3/L1CAM",31
"GO:0031099","regeneration","19/545","203/18805",0.0935960591133005,3.22949337912957,5.51756390248275,7.55147001789397e-06,0.000871154954165963,0.000692290673825849,"HSPG2/SELENON/PTPRF/ERBB4/EPHA4/SPP1/PPARD/EPPK1/PTCH1/NOTCH1/ULK1/RGMA/MAPK8IP3/SLC7A5/GRN/TGFB1/KLK6/COL6A1/FLNA",19
"GO:0007492","endoderm development","12/545","87/18805",0.137931034482759,4.75925340082252,6.07161872849648,7.63623150312805e-06,0.000871154954165963,0.000692290673825849,"LAMB3/ITGA4/FN1/COL7A1/COL5A1/NOTCH1/COL4A2/MMP15/TGFB1/MMP9/COL6A1/MYH9",12
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","23/545","280/18805",0.0821428571428571,2.83430537352556,5.34250000760588,7.74234021704819e-06,0.000871154954165963,0.000692290673825849,"PTPRF/CELSR2/CADM3/SELP/PTPN23/PCDHGA12/PCDHGC3/PCDHGC5/PCDH12/CDHR5/NECTIN1/PKD1/CX3CL1/SDK2/ICAM1/LRFN3/MYADM/CDH4/CELSR1/PLXNB2/PCDH19/PLXNB3/L1CAM",23
"GO:0010718","positive regulation of epithelial to mesenchymal transition","10/545","60/18805",0.166666666666667,5.75076452599388,6.36750644976863,7.88624484823924e-06,0.000871154954165963,0.000692290673825849,"TNXB/ZNF703/ENG/NOTCH1/BCL9L/TGFB1I1/COL1A1/TGFB1/JAG1/SNAI1",10
"GO:0071526","semaphorin-plexin signaling pathway","9/545","48/18805",0.1875,6.46961009174312,6.55493339966064,8.26519292920098e-06,0.000892265145766015,0.00070906655129461,"ECE1/PLXNA2/SEMA3F/SEMA4B/ARHGDIA/PLXNB2/PLXNB3/FLNA/PLXNA3",9
"GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","17/545","169/18805",0.100591715976331,3.47087563107323,5.57430687156841,8.75010572798482e-06,0.000905763193164062,0.000719793199044061,"CELSR2/CADM3/PTPN23/PCDHGA12/PCDHGC3/PCDHGC5/PCDH12/CDHR5/NECTIN1/PKD1/SDK2/CDH4/CELSR1/PLXNB2/PCDH19/PLXNB3/L1CAM",17
"GO:1903053","regulation of extracellular matrix organization","11/545","74/18805",0.148648648648649,5.12906025291346,6.14836418462059,8.77160144958881e-06,0.000905763193164062,0.000719793199044061,"TNFRSF1B/NID1/TNXB/AEBP1/ABL1/NOTCH1/PHLDB1/LRP1/ZNF469/TGFB1/COL6A1",11
"GO:0001706","endoderm formation","10/545","61/18805",0.163934426229508,5.6564896976989,6.29311128827374,9.19086572502378e-06,0.000928864089231127,0.000738151052406165,"LAMB3/ITGA4/FN1/COL7A1/COL5A1/COL4A2/MMP15/MMP9/COL6A1/MYH9",10
"GO:0043588","skin development","25/545","324/18805",0.0771604938271605,2.66239098425643,5.21453914811813,9.40497006190601e-06,0.000930700162376115,0.000739610145657784,"AHDC1/GLI2/IGFBP5/LTB/SOSTDC1/PLEC/COL5A1/NOTCH1/LRP4/PLAAT4/NUMA1/SCEL/PKD1/JUP/NGFR/COL1A1/ITGB4/EVPL/CASP14/LSR/KLK5/JAG1/SNAI1/LAMA5/COL6A1",25
"GO:0001822","kidney development","25/545","325/18805",0.0769230769230769,2.65419901199718,5.19698472019857,9.91797077830437e-06,0.00095135079490368,0.000756020820060853,"NID1/GLI2/ERBB4/EPHA4/PKHD1/PTCH1/NOTCH1/GATA3/DLG5/PAX2/LRP4/TNS2/GREM1/CTSH/PKD1/GLIS2/FOXC2/RARA/WNK4/NOTCH3/TGFB1/JAG1/MMP9/LAMA5/PDGFB",25
"GO:0003170","heart valve development","11/545","75/18805",0.146666666666667,5.06067278287462,6.08741238277076,1.00142188937229e-05,0.00095135079490368,0.000756020820060853,"TNFRSF1B/CCN1/SLIT3/NOTCH1/GATA3/PDE2A/ZFPM1/NFATC1/TGFB1/JAG1/SNAI1",11
"GO:0042063","gliogenesis","26/545","348/18805",0.0747126436781609,2.57792892544553,5.1329790188276,1.10873548360518e-05,0.00103264579355384,0.000820624446688994,"SKI/TNFRSF1B/CDKN2C/S100A8/EPHA4/PLEC/IL33/DAB2IP/ABL1/NOTCH1/ABCA2/ZMIZ1/PAX2/LRP1/CSK/CSPG4/CX3CL1/ADGRG1/SLC7A5/NR1D1/CNTNAP1/GRN/ITGB4/TGFB1/COL6A1/GPM6B",26
"GO:1902893","regulation of miRNA transcription","11/545","76/18805",0.144736842105263,4.99408498309995,6.02753565875319,1.14071303282869e-05,0.00104199748191082,0.000828056059863094,"PPARD/GATA3/NCOR2/SREBF1/RARA/NGFR/SMARCA4/NOTCH3/TGFB1/PDGFB/MRTFA",11
"GO:0061614","miRNA transcription","11/545","77/18805",0.142857142857143,4.92922673656619,5.9686998316841,1.29653569885656e-05,0.00116198954142805,0.00092341152256199,"PPARD/GATA3/NCOR2/SREBF1/RARA/NGFR/SMARCA4/NOTCH3/TGFB1/PDGFB/MRTFA",11
"GO:0072017","distal tubule development","5/545","12/18805",0.416666666666667,14.3769113149847,8.00795086554048,1.34300203185082e-05,0.00118134437986877,0.000938792453453611,"NOTCH1/PAX2/PKD1/WNK4/JAG1",5
"GO:0032535","regulation of cellular component size","26/545","353/18805",0.0736543909348442,2.54141435143072,5.05077490182704,1.42376192044553e-05,0.00122866912754056,0.000976400552102042,"DRAXIN/ATP13A2/IQGAP3/FN1/SEMA3F/SPP1/SLC12A7/DNM1/ABL1/CDHR5/SPTBN2/ULK1/RIN3/RGMA/RAP1GAP2/CSF3/RPTOR/PLEKHG2/MEGF8/MYADM/CDH4/COL6A1/CDC42EP1/SHANK3/L1CAM/PLXNA3",26
"GO:0048738","cardiac muscle tissue development","21/545","251/18805",0.0836653386454183,2.88683796922402,5.19907015172712,1.44853623457414e-05,0.00122866912754056,0.000976400552102042,"SKI/SLC9A1/RGS4/ERBB4/JARID2/MSC/PLEC/ENG/ABL1/NOTCH1/GREM1/ALPK3/NPRL3/MYH11/NDRG4/FOXC2/ZFPM1/KDM6B/RARA/TGFB1/PPP1R13L",21
"GO:1904018","positive regulation of vasculature development","18/545","195/18805",0.0923076923076923,3.18503881439661,5.29878454543962,1.57819252899289e-05,0.00130242569425774,0.00103501352678299,"PIK3CD/ECM1/CHI3L1/MIR30A/SERPINE1/ENG/ABL1/GREM1/CTSH/CX3CL1/FOXC2/JUP/GRN/C3/PAK4/TGFB1/PRKD2/ADM2",18
"GO:1902742","apoptotic process involved in development","8/545","40/18805",0.2,6.90091743119266,6.45428643234201,1.60450540241414e-05,0.00130242569425774,0.00103501352678299,"TNFRSF1B/CCN1/SLIT3/NOTCH1/PAX2/LRP5/PML/FOXC2",8
"GO:0007416","synapse assembly","22/545","273/18805",0.0805860805860806,2.7805894411399,5.11984669821462,1.64057581093492e-05,0.00130242569425774,0.00103501352678299,"AGRN/EPHB2/CHRNB2/PLXNA2/ERBB4/BSN/SNCA/ABL1/DLG5/LRP4/FLRT1/SPTBN2/NECTIN1/NLGN2/SDK2/LRFN3/ZDHHC8/PLXNB2/SHANK3/SRPX2/PLXNB3/PLXNA3",22
"GO:0040013","negative regulation of locomotion","29/545","421/18805",0.0688836104513064,2.37680054043453,4.9358852638533,1.64516929800978e-05,0.00130242569425774,0.00103501352678299,"ERBB4/IGFBP5/EPHA4/PTPN23/SEMA3F/DPYSL3/CD74/PPARD/SERPINE1/EPPK1/IL33/DAB2IP/ENG/NOTCH1/GATA3/DLG5/LRP1/RIN3/GREM1/CX3CL1/ADGRG1/NDRG4/JUP/NGFR/TGFB1/JAG1/DDT/PLXNB3/PLXNA3",29
"GO:0032496","response to lipopolysaccharide","26/545","357/18805",0.0728291316526611,2.51293912060237,4.98601868417308,1.73209427365754e-05,0.00133876601443275,0.00106389250476584,"TNFRSF1B/ALPL/EPHB2/S100A8/SELP/IL36G/SNCA/PPARD/SERPINE1/HSF1/DAB2IP/ABL1/NOTCH1/NFKB2/NR1H4/CX3CL1/SLC7A5/NOS2/GIT1/CSF3/NR1D1/RARA/TICAM1/UPF1/MMP9/COL6A1",26
"GO:0072001","renal system development","25/545","336/18805",0.0744047619047619,2.56730559196156,5.00811873678742,1.74981621058286e-05,0.00133876601443275,0.00106389250476584,"NID1/GLI2/ERBB4/EPHA4/PKHD1/PTCH1/NOTCH1/GATA3/DLG5/PAX2/LRP4/TNS2/GREM1/CTSH/PKD1/GLIS2/FOXC2/RARA/WNK4/NOTCH3/TGFB1/JAG1/MMP9/LAMA5/PDGFB",25
"GO:0002237","response to molecule of bacterial origin","27/545","379/18805",0.0712401055408971,2.45811043063591,4.95413086096409,1.77562650335291e-05,0.00133876601443275,0.00106389250476584,"TNFRSF1B/ALPL/EPHB2/S100A8/SELP/IL36G/SNCA/PPARD/SERPINE1/HSF1/DAB2IP/ABL1/NOTCH1/NFKB2/NR1H4/CX3CL1/SLC7A5/NOS2/GIT1/CSF3/NR1D1/RARA/TICAM1/UPF1/SSC5D/MMP9/COL6A1",27
"GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","24/545","316/18805",0.0759493670886076,2.62060155614911,5.01921809990735,1.83634073746128e-05,0.00135932401128005,0.00108022956331308,"PIK3CD/SELP/CHI3L1/ERBB4/FN1/IGFBP5/ERFE/PPARD/PKHD1/GPER1/DAB2IP/ENG/GATA3/UNC5B/WDR72/TSC2/CX3CL1/CSF3/PIP5K1C/TGFB1/COL6A1/COL6A2/RASD2/PDGFB",24
"GO:0008361","regulation of cell size","17/545","179/18805",0.0949720670391061,3.27697196453283,5.28807231234511,1.86859777763108e-05,0.00135932401128005,0.00108022956331308,"DRAXIN/IQGAP3/FN1/SEMA3F/SPP1/SLC12A7/ABL1/ULK1/RGMA/RAP1GAP2/RPTOR/MEGF8/CDH4/COL6A1/SHANK3/L1CAM/PLXNA3",17
"GO:2000351","regulation of endothelial cell apoptotic process","10/545","66/18805",0.151515151515152,5.22796775090353,5.94433688046615,1.88874494198912e-05,0.00135932401128005,0.00108022956331308,"ITGA4/SCG2/GPER1/SERPINE1/ABL1/GATA3/NGFR/ICAM1/PAK4/TGFB1",10
"GO:1902337","regulation of apoptotic process involved in morphogenesis","5/545","13/18805",0.384615384615385,13.2709950599859,7.64606421928616,2.13038409289533e-05,0.00151034693153027,0.00120024467511746,"TNFRSF1B/NOTCH1/PAX2/PML/FOXC2",5
