"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060485","mesenchyme development","26/465","342/18805",0.0760233918128655,3.07445136137836,6.16477324464634,4.42111236391881e-07,0.00018194886974055,0.000145537095998859,"TRIM62/FN1/SEMA3F/TCOF1/TNXB/ZNF703/AKNA/DAB2IP/ENG/NOTCH1/GATA3/DLG5/PAX2/PHLDB1/BCL9L/GREM1/SEMA4B/VASN/TGFB1I1/FOXC2/COL1A1/TGFB1/JAG1/SNAI1/LAMA5/FLNA",26
"GO:0007369","gastrulation","19/465","202/18805",0.0940594059405941,3.80384328755456,6.37954727541951,6.90727055052596e-07,0.000244292361858261,0.000195404351619503,"AHDC1/LAMB3/FN1/COL7A1/COL5A1/PAX2/LRP5/PHLDB1/COL4A2/MMP15/FOXC2/KDM6B/ITGB4/MEGF8/MYADM/MMP9/SNAI1/COL6A1/MYH9",19
"GO:0045216","cell-cell junction organization","20/465","222/18805",0.0900900900900901,3.64332074009493,6.30841665069738,7.01524343750252e-07,0.000244292361858261,0.000195404351619503,"EPHB2/PTPN23/ZNF703/PLEC/TLN1/WHRN/DLG5/NECTIN1/HDAC7/CSK/NLGN2/JUP/CNTNAP1/PIP5K1C/CAMSAP3/LSR/TGFB1/SNAI1/CDH4/FLNA",20
"GO:0010810","regulation of cell-substrate adhesion","20/465","224/18805",0.0892857142857143,3.6107910906298,6.25912351066849,8.08557716496521e-07,0.000261452913041411,0.000209130717650228,"SLC9A1/CCN1/NID1/FN1/SERPINE1/TLN1/ABL1/NOTCH1/GREM1/CX3CL1/MINK1/JUP/COL1A1/P4HB/CAMSAP3/MYADM/JAG1/RAC2/PDGFB/FLNA",20
"GO:0001704","formation of primary germ layer","15/465","132/18805",0.113636363636364,4.5955522971652,6.60081344889643,9.63404704601634e-07,0.000290755539848773,0.000232569276058219,"AHDC1/LAMB3/FN1/COL7A1/COL5A1/PAX2/COL4A2/MMP15/FOXC2/KDM6B/ITGB4/MMP9/SNAI1/COL6A1/MYH9",15
"GO:0051098","regulation of binding","19/465","209/18805",0.0909090909090909,3.67644183773216,6.19545370962723,1.1599655667396e-06,0.000328197757539386,0.000262518522998962,"SKI/PTPRF/NES/ZNF618/GOLGA2/ABL1/GATA3/MARK2/LRP1/PLK1/RIPOR1/ZFPM1/RARA/DOT1L/ZBTB7A/BCL3/MED25/MMP9/H1-0",19
"GO:0001503","ossification","30/465","458/18805",0.0655021834061135,2.64896464290745,5.68870593108134,1.36912634051348e-06,0.000364590290794385,0.000291628149310612,"SKI/ALPL/CCN1/ECM1/MEF2D/GLI2/IGFBP5/ERFE/PDLIM7/PTCH1/RXRA/NOTCH1/LRP4/LRP5/HDAC7/GREM1/ADAMTS7/XYLT1/FOXC2/GIT1/COL1A1/MRC2/FASN/TGFB1/JAG1/RRBP1/SNAI1/COL6A1/MN1/BCOR",30
"GO:0061005","cell differentiation involved in kidney development","10/465","59/18805",0.169491525423729,6.85438308729725,7.17141357605098,1.64748894888476e-06,0.000414343470644517,0.000331424677436466,"PTCH1/NOTCH1/GATA3/PAX2/GREM1/GLIS2/FOXC2/JAG1/MMP9/PDGFB",10
"GO:1903053","regulation of extracellular matrix organization","11/465","74/18805",0.148648648648649,6.01147922115664,6.87785861485296,1.92878452571874e-06,0.000437717430754267,0.00035012101933305,"TNFRSF1B/NID1/TNXB/AEBP1/ABL1/NOTCH1/PHLDB1/LRP1/ZNF469/TGFB1/COL6A1",11
"GO:0010718","positive regulation of epithelial to mesenchymal transition","10/465","60/18805",0.166666666666667,6.74014336917563,7.09100145643832,1.93380795561859e-06,0.000437717430754267,0.00035012101933305,"TNXB/ZNF703/ENG/NOTCH1/BCL9L/TGFB1I1/COL1A1/TGFB1/JAG1/SNAI1",10
"GO:0003170","heart valve development","11/465","75/18805",0.146666666666667,5.93132616487455,6.81361206693741,2.21064139509502e-06,0.000465471849271218,0.000372321198305602,"TNFRSF1B/CCN1/SLIT3/NOTCH1/GATA3/PDE2A/ZFPM1/NFATC1/TGFB1/JAG1/SNAI1",11
"GO:0071526","semaphorin-plexin signaling pathway","9/465","48/18805",0.1875,7.58266129032258,7.27097029949382,2.27828546965117e-06,0.000465471849271218,0.000372321198305602,"ECE1/PLXNA2/SEMA3F/SEMA4B/ARHGDIA/PLXNB2/PLXNB3/FLNA/PLXNA3",9
"GO:0060561","apoptotic process involved in morphogenesis","7/465","26/18805",0.269230769230769,10.8879239040529,8.03354980595882,2.36488900667948e-06,0.000465471849271218,0.000372321198305602,"TNFRSF1B/CCN1/NOTCH1/PAX2/LRP5/PML/FOXC2",7
"GO:0032535","regulation of cellular component size","25/465","353/18805",0.0708215297450425,2.86408358463554,5.62967007329889,2.66880519561048e-06,0.000503403380022027,0.000402661836530704,"DRAXIN/ATP13A2/IQGAP3/FN1/SEMA3F/SLC12A7/DNM1/ABL1/CDHR5/SPTBN2/ULK1/RIN3/RGMA/RAP1GAP2/CSF3/RPTOR/PLEKHG2/MEGF8/MYADM/CDH4/COL6A1/CDC42EP1/SHANK3/L1CAM/PLXNA3",25
"GO:0051960","regulation of nervous system development","29/465","454/18805",0.0638766519823789,2.58322675382502,5.43742288782555,3.37559339306762e-06,0.000611252451616685,0.000488928053564321,"AGRN/SKI/DRAXIN/TNFRSF1B/EPHB2/CDK18/FN1/SEMA3F/GPER1/NOTCH1/DLG5/LRP4/FLRT1/ULK1/RGMA/CX3CL1/SLC7A5/NLGN2/NR1D1/RARA/WDR62/TGFB1/MEGF8/CDH4/PLXNB2/SHANK3/PLXNB3/L1CAM/PLXNA3",29
"GO:0032963","collagen metabolic process","13/465","112/18805",0.116071428571429,4.69402841781874,6.2434073667697,4.0128486697355e-06,0.00068717034029437,0.000549653185126116,"TNXB/PPARD/ENG/COL5A1/NOTCH1/MMP10/TNS2/MMP15/COL1A1/MRC2/TGFB1/MMP9/COL6A1",13
"GO:0035148","tube formation","15/465","148/18805",0.101351351351351,4.0987358326068,6.02624019894667,4.09843145304793e-06,0.00068717034029437,0.000549653185126116,"SKI/PIK3CD/PTCH1/DAB2IP/ABL1/NOTCH1/GATA3/PAX2/GREM1/RGMA/TSC2/RARA/TGFB1/CELSR1/PLXNB2",15
"GO:0035987","endodermal cell differentiation","9/465","52/18805",0.173076923076923,6.99937965260546,6.89802196386678,4.57867781570823e-06,0.000740274088275398,0.000592129762632944,"LAMB3/FN1/COL7A1/COL5A1/COL4A2/MMP15/MMP9/COL6A1/MYH9",9
"GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","16/465","169/18805",0.0946745562130177,3.8287204937329,5.88178262813645,4.79561902261472e-06,0.000748612666047478,0.000598799616616866,"CELSR2/PTPN23/PCDHGA12/PCDHGC3/PCDHGC5/PCDH12/CDHR5/NECTIN1/PKD1/SDK2/CDH4/CELSR1/PLXNB2/PCDH19/PLXNB3/L1CAM",16
"GO:1902742","apoptotic process involved in development","8/465","40/18805",0.2,8.08817204301075,7.14565252043285,5.04952635378692e-06,0.000761973526786446,0.000609486689720246,"TNFRSF1B/CCN1/SLIT3/NOTCH1/PAX2/LRP5/PML/FOXC2",8
"GO:0001678","intracellular glucose homeostasis","16/465","172/18805",0.0930232558139535,3.76194048512128,5.79414126763325,6.01760712608142e-06,0.000878258060747896,0.000702500256699048,"SLC12A7/PPARD/GPER1/FOXK1/HK1/PAX2/LRP5/SIDT2/GPR68/NR1D1/COL1A1/RPTOR/RAB11B/ICAM1/SMARCA4/TGFB1",16
"GO:0072017","distal tubule development","5/465","12/18805",0.416666666666667,16.8503584229391,8.74547868254992,6.20814180338694e-06,0.000878258060747896,0.000702500256699048,"NOTCH1/PAX2/PKD1/WNK4/JAG1",5
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","21/465","280/18805",0.075,3.03306451612903,5.45761630934994,7.01289992082375e-06,0.000904947800620888,0.000723848821488811,"PTPRF/CELSR2/PTPN23/PCDHGA12/PCDHGC3/PCDHGC5/PCDH12/CDHR5/NECTIN1/PKD1/CX3CL1/SDK2/ICAM1/LRFN3/MYADM/CDH4/CELSR1/PLXNB2/PCDH19/PLXNB3/L1CAM",21
"GO:0051056","regulation of small GTPase mediated signal transduction","22/465","303/18805",0.0726072607260726,2.93630008162107,5.41048966433319,7.14839041032182e-06,0.000904947800620888,0.000723848821488811,"EPHB2/ARHGEF2/IQSEC1/PLEKHG4B/ARHGAP39/DAB2IP/ABL1/NOTCH1/ARHGAP22/LRP4/FOXM1/TSC2/ADGRG1/RIPOR1/RAP1GAP2/GIT1/ARHGAP23/ARHGDIA/DOCK6/MYO9B/SIPA1L3/FGD1",22
"GO:0030199","collagen fibril organization","10/465","69/18805",0.144927536231884,5.86099423406576,6.44114601703849,7.15088703251389e-06,0.000904947800620888,0.000723848821488811,"SELENON/PXDN/TNXB/AEBP1/COL5A1/GREM1/ADAMTS7/FOXC2/COL1A1/COL6A1",10
"GO:0010720","positive regulation of cell development","28/465","447/18805",0.0626398210290828,2.53320824613312,5.22389160988427,7.19640398108062e-06,0.000904947800620888,0.000723848821488811,"TNFRSF1B/EPHB2/GLI2/FN1/CD74/GPER1/HSF1/NOTCH1/GATA3/ZMIZ1/GPR68/CX3CL1/SLC7A5/RARA/RPTOR/AP3D1/SMARCA4/BRD4/WDR62/TGFB1/MEGF8/IL4I1/SOX12/CDH4/PLXNB2/SHANK3/PLXNB3/L1CAM",28
"GO:0007411","axon guidance","19/465","238/18805",0.0798319327731092,3.22847203397488,5.5090502046711,7.88038020985631e-06,0.000964175167838365,0.000771223553966023,"DRAXIN/ECE1/EPHB2/GLI2/SEMA3F/PLEKHG4B/SLIT3/UNC5A/PTCH1/NOTCH1/GATA3/UNC5B/NECTIN1/SEMA4B/NOTCH3/MEGF8/CDH4/L1CAM/PLXNA3",19
"GO:0097485","neuron projection guidance","19/465","239/18805",0.0794979079497908,3.2149637827867,5.48729538054851,8.36891411651542e-06,0.000997001952775403,0.000797481012764904,"DRAXIN/ECE1/EPHB2/GLI2/SEMA3F/PLEKHG4B/SLIT3/UNC5A/PTCH1/NOTCH1/GATA3/UNC5B/NECTIN1/SEMA4B/NOTCH3/MEGF8/CDH4/L1CAM/PLXNA3",19
"GO:0007160","cell-matrix adhesion","19/465","240/18805",0.0791666666666667,3.20156810035842,5.46565481207896,8.88454650123521e-06,0.00103028149223471,0.00082410062043817,"SLC9A1/NID1/FN1/MUC4/TNXB/SERPINE1/ZYX/TLN1/TMEM8B/ABL1/GREM1/PKD1/CX3CL1/MINK1/JUP/ITGB4/CAMSAP3/JAG1/L1CAM",19
"GO:0060348","bone development","18/465","219/18805",0.0821917808219178,3.32390631904551,5.50807239707405,9.13513433958233e-06,0.00103028149223471,0.00082410062043817,"SKI/ALPL/ECM1/MEF2D/PAPPA2/SH3PXD2B/ENG/LRP5/GPR68/GREM1/ADAMTS7/LRRK1/XYLT1/RARA/COL1A1/TGFB1/MEGF8/COL6A1",18
"GO:0007492","endoderm development","11/465","87/18805",0.126436781609195,5.11321221109875,6.12298158547649,9.68437141520704e-06,0.00103028149223471,0.00082410062043817,"LAMB3/FN1/COL7A1/COL5A1/NOTCH1/COL4A2/MMP15/TGFB1/MMP9/COL6A1/MYH9",11
"GO:0048754","branching morphogenesis of an epithelial tube","15/465","159/18805",0.0943396226415094,3.8151754919862,5.67627107366498,9.88150567614752e-06,0.00103028149223471,0.00082410062043817,"GLI2/PTCH1/ENG/ABL1/NOTCH1/DLG5/PAX2/LRP5/GREM1/PML/PKD1/FOXC2/TGFB1/LAMA5/CELSR1",15
"GO:1902337","regulation of apoptotic process involved in morphogenesis","5/465","13/18805",0.384615384615385,15.5541770057899,8.35843094415638,9.88333292758673e-06,0.00103028149223471,0.00082410062043817,"TNFRSF1B/NOTCH1/PAX2/PML/FOXC2",5
"GO:0008361","regulation of cell size","16/465","179/18805",0.0893854748603352,3.61482549408302,5.597077995056,1.00137807948592e-05,0.00103028149223471,0.00082410062043817,"DRAXIN/IQGAP3/FN1/SEMA3F/SLC12A7/ABL1/ULK1/RGMA/RAP1GAP2/RPTOR/MEGF8/CDH4/COL6A1/SHANK3/L1CAM/PLXNA3",16
"GO:0001667","ameboidal-type cell migration","19/465","243/18805",0.0781893004115226,3.16204256825523,5.40140727646515,1.06074861076359e-05,0.00106711310242817,0.000853561455210933,"TMEM201/FN1/TNS1/IQSEC1/PTPN23/SEMA3F/PPARD/EPPK1/PLEC/DAB2IP/LRP5/PML/SEMA4B/ITGB4/TGFB1/MEGF8/MMP9/SNAI1/LAMA5",19
"GO:0003176","aortic valve development","8/465","45/18805",0.177777777777778,7.189486260454,6.61906087258074,1.27002309837161e-05,0.00122870941655206,0.000982818967583757,"TNFRSF1B/SLIT3/NOTCH1/GATA3/NFATC1/TGFB1/JAG1/SNAI1",8
"GO:0050770","regulation of axonogenesis","14/465","143/18805",0.0979020979020979,3.95924505601925,5.65616133835802,1.27566473554113e-05,0.00122870941655206,0.000982818967583757,"DRAXIN/EPHB2/FN1/SEMA3F/LRP4/MARK2/ULK1/RGMA/MEGF8/CDH4/PLXNB2/PLXNB3/L1CAM/PLXNA3",14
"GO:1904748","regulation of apoptotic process involved in development","5/465","14/18805",0.357142857142857,14.4431643625192,8.01202899221367,1.50619955260613e-05,0.00142053445305165,0.00113625580284322,"TNFRSF1B/NOTCH1/PAX2/PML/FOXC2",5
"GO:0071216","cellular response to biotic stimulus","20/465","273/18805",0.0732600732600733,2.96270038205522,5.20147022526214,1.63005607754122e-05,0.00150597221694471,0.00120459568351059,"TNFRSF1B/EPHB2/IL36G/PPARD/SERPINE1/HSF1/DAB2IP/ABL1/NOTCH1/SLX4/CX3CL1/SLC7A5/NOS2/GIT1/CSF3/NR1D1/RARA/TICAM1/UPF1/MMP9",20
"GO:0048738","cardiac muscle tissue development","19/465","251/18805",0.0756972111553785,3.06126033500407,5.23483337745022,1.67631804269699e-05,0.00151773835585786,0.00121400717197424,"SKI/SLC9A1/JARID2/MSC/PLEC/ENG/ABL1/NOTCH1/GREM1/ALPK3/NPRL3/MYH11/NDRG4/FOXC2/ZFPM1/KDM6B/RARA/TGFB1/PPP1R13L",19
"GO:1902893","regulation of miRNA transcription","10/465","76/18805",0.131578947368421,5.32116581777023,6.01038601525451,1.72049188007751e-05,0.00152718955708056,0.00122156699018919,"PPARD/GATA3/NCOR2/SREBF1/RARA/SMARCA4/NOTCH3/TGFB1/PDGFB/MRTFA",10
"GO:0001706","endoderm formation","9/465","61/18805",0.147540983606557,5.96668429402433,6.18660327019373,1.77260958837739e-05,0.00154319300126624,0.00123436781053001,"LAMB3/FN1/COL7A1/COL5A1/COL4A2/MMP15/MMP9/COL6A1/MYH9",9
"GO:0060537","muscle tissue development","27/465","446/18805",0.0605381165919283,2.4482135107768,4.92864394833083,1.92654142385825e-05,0.00156587215042953,0.00125250838768037,"SKI/SELENON/SLC9A1/MEF2D/IGFBP5/JARID2/MSC/PLEC/PTCH1/ENG/ABL1/NOTCH1/BCL9L/GREM1/ALPK3/NPRL3/MYH11/NDRG4/FOXC2/ZFPM1/KDM6B/RARA/CNTNAP1/TGFB1/PPP1R13L/MYH14/COL6A1",27
"GO:0061614","miRNA transcription","10/465","77/18805",0.12987012987013,5.2520597681888,5.95320660245014,1.93422891313867e-05,0.00156587215042953,0.00125250838768037,"PPARD/GATA3/NCOR2/SREBF1/RARA/SMARCA4/NOTCH3/TGFB1/PDGFB/MRTFA",10
"GO:1902903","regulation of supramolecular fiber organization","25/465","396/18805",0.0631313131313131,2.55308460953622,4.97369949499695,1.95127407213041e-05,0.00156587215042953,0.00125250838768037,"HSPG2/SLC9A1/ARHGEF2/SYNPO/TNXB/AEBP1/SORBS3/ABL1/SPTBN2/NUMA1/PXN/CCDC88C/MAP1A/CX3CL1/GIT1/CSF3/CAMSAP3/MAP1S/PLEKHG2/SHANK1/MYADM/COL6A1/CDC42EP1/SHANK3/FLNA",25
"GO:0071222","cellular response to lipopolysaccharide","18/465","232/18805",0.0775862068965517,3.13765294771969,5.21665472645813,2.00261326115041e-05,0.00156587215042953,0.00125250838768037,"TNFRSF1B/EPHB2/IL36G/PPARD/SERPINE1/HSF1/DAB2IP/ABL1/CX3CL1/SLC7A5/NOS2/GIT1/CSF3/NR1D1/RARA/TICAM1/UPF1/MMP9",18
"GO:0003179","heart valve morphogenesis","9/465","62/18805",0.145161290322581,5.87044745057232,6.11641699134097,2.0288111070186e-05,0.00156587215042953,0.00125250838768037,"CCN1/SLIT3/NOTCH1/GATA3/ZFPM1/NFATC1/TGFB1/JAG1/SNAI1",9
"GO:0016331","morphogenesis of embryonic epithelium","14/465","149/18805",0.0939597315436242,3.79981236919968,5.46342175376182,2.03728196298879e-05,0.00156587215042953,0.00125250838768037,"SKI/PTCH1/ABL1/GATA3/PAX2/GREM1/RGMA/TSC2/TGFB1I1/RARA/TGFB1/LAMA5/CELSR1/PLXNB2",14
"GO:0042063","gliogenesis","23/465","348/18805",0.0660919540229885,2.67281547398344,5.01543995123714,2.04078764911292e-05,0.00156587215042953,0.00125250838768037,"SKI/TNFRSF1B/CDKN2C/S100A8/PLEC/DAB2IP/ABL1/NOTCH1/ABCA2/ZMIZ1/PAX2/LRP1/CSK/CSPG4/CX3CL1/ADGRG1/SLC7A5/NR1D1/CNTNAP1/GRN/ITGB4/TGFB1/COL6A1",23
"GO:0071333","cellular response to glucose stimulus","14/465","150/18805",0.0933333333333333,3.77448028673835,5.43227288622528,2.19717377138212e-05,0.00161642798116237,0.0012929469394623,"SLC12A7/PPARD/GPER1/PAX2/LRP5/SIDT2/GPR68/NR1D1/COL1A1/RPTOR/RAB11B/ICAM1/SMARCA4/TGFB1",14
"GO:0072044","collecting duct development","5/465","15/18805",0.333333333333333,13.4802867383513,7.69943283854187,2.21346414592043e-05,0.00161642798116237,0.0012929469394623,"PTCH1/NOTCH1/DLG5/PAX2/PKD1",5
"GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","25/465","399/18805",0.06265664160401,2.53388848465249,4.93119819553246,2.21379577716074e-05,0.00161642798116237,0.0012929469394623,"SKI/PRDM16/SELENON/CCN1/ZYX/ZNF703/ZC3H3/ENG/ABL1/NOTCH1/ZMIZ1/NUMA1/BCL9L/PXN/LTBP2/GREM1/PML/RGMA/VASN/TGFB1I1/UBE2O/ZBTB7A/LTBP4/TGFB1/MEGF8",25
"GO:1905314","semi-lunar valve development","8/465","49/18805",0.163265306122449,6.60258942286592,6.2527153332448,2.43683595719663e-05,0.00175104069495701,0.0014006208342116,"TNFRSF1B/SLIT3/NOTCH1/GATA3/NFATC1/TGFB1/JAG1/SNAI1",8
"GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","26/465","427/18805",0.0608899297423888,2.46244113721639,4.86737874009616,2.48617128011919e-05,0.00175857771642181,0.00140664954006744,"SKI/PRDM16/SELENON/CCN1/ZYX/ZNF703/ZC3H3/ENG/ABL1/NOTCH1/ZMIZ1/NUMA1/BCL9L/LRP1/PXN/LTBP2/GREM1/PML/RGMA/VASN/TGFB1I1/UBE2O/ZBTB7A/LTBP4/TGFB1/MEGF8",26
"GO:0002237","response to molecule of bacterial origin","24/465","379/18805",0.0633245382585752,2.56089879989786,4.88799496989476,2.71841095978032e-05,0.00187315690888729,0.00149829904004564,"TNFRSF1B/ALPL/EPHB2/S100A8/IL36G/PPARD/SERPINE1/HSF1/DAB2IP/ABL1/NOTCH1/NFKB2/CX3CL1/SLC7A5/NOS2/GIT1/CSF3/NR1D1/RARA/TICAM1/UPF1/SSC5D/MMP9/COL6A1",24
"GO:0071331","cellular response to hexose stimulus","14/465","153/18805",0.0915032679738562,3.70047086935132,5.34040803741419,2.74505272341585e-05,0.00187315690888729,0.00149829904004564,"SLC12A7/PPARD/GPER1/PAX2/LRP5/SIDT2/GPR68/NR1D1/COL1A1/RPTOR/RAB11B/ICAM1/SMARCA4/TGFB1",14
"GO:0035850","epithelial cell differentiation involved in kidney development","8/465","50/18805",0.16,6.4705376344086,6.16748937602903,2.83894488023896e-05,0.00187315690888729,0.00149829904004564,"NOTCH1/GATA3/PAX2/GREM1/FOXC2/JAG1/MMP9/PDGFB",8
"GO:0022411","cellular component disassembly","27/465","456/18805",0.0592105263157895,2.3945246179966,4.80014480055737,2.84109178195421e-05,0.00187315690888729,0.00149829904004564,"ARHGEF2/NES/IQSEC1/SH3PXD2B/GPER1/HSF1/ENG/GOLGA2/SPTBN2/MMP10/NCKAP5L/LRP1/GCN1/CCDC88C/MAP1A/PLK1/CX3CL1/MMP15/KIF18B/C3/SMARCA4/MAP1S/UPF1/TGFB1/MMP9/COL6A1/RAC2",27
"GO:0072175","epithelial tube formation","13/465","134/18805",0.0970149253731343,3.9233670357888,5.4075916310466,2.85504366497069e-05,0.00187315690888729,0.00149829904004564,"SKI/PIK3CD/PTCH1/ABL1/GATA3/PAX2/GREM1/RGMA/TSC2/RARA/TGFB1/CELSR1/PLXNB2",13
"GO:0071560","cellular response to transforming growth factor beta stimulus","21/465","308/18805",0.0681818181818182,2.75733137829912,4.95142614705527,2.94977396480801e-05,0.00190766096266941,0.00152589811111873,"SKI/PRDM16/SELENON/ZYX/ZNF703/ENG/ABL1/ZMIZ1/PDE2A/BCL9L/PXN/COL4A2/LTBP2/PML/VASN/TGFB1I1/COL1A1/NFATC1/ZBTB7A/LTBP4/TGFB1",21
"GO:0001649","osteoblast differentiation","19/465","262/18805",0.0725190839694656,2.93273413773291,5.01631379790543,3.04119997175248e-05,0.00191715608058657,0.00153349305737919,"SKI/ALPL/CCN1/MEF2D/GLI2/IGFBP5/ERFE/PTCH1/NOTCH1/LRP5/HDAC7/GREM1/COL1A1/MRC2/FASN/JAG1/RRBP1/SNAI1/COL6A1",19
"GO:0032496","response to lipopolysaccharide","23/465","357/18805",0.0644257703081232,2.60543357127797,4.87644954865099,3.04915480013769e-05,0.00191715608058657,0.00153349305737919,"TNFRSF1B/ALPL/EPHB2/S100A8/IL36G/PPARD/SERPINE1/HSF1/DAB2IP/ABL1/NOTCH1/NFKB2/CX3CL1/SLC7A5/NOS2/GIT1/CSF3/NR1D1/RARA/TICAM1/UPF1/MMP9/COL6A1",23
"GO:0071326","cellular response to monosaccharide stimulus","14/465","155/18805",0.0903225806451613,3.65272285813389,5.28044158639182,3.17385349480331e-05,0.0019682239412294,0.00157434117117857,"SLC12A7/PPARD/GPER1/PAX2/LRP5/SIDT2/GPR68/NR1D1/COL1A1/RPTOR/RAB11B/ICAM1/SMARCA4/TGFB1",14
