"pathway","NES","pval","padj","ES","size"
"REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION",-1.95512538747831,0.000128522606266237,0.043683138053999,-0.789647767257411,19
"REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING",-1.94152306039654,0.00590229812884591,0.043683138053999,-0.654468352765193,59
"REACTOME_INFLUENZA_INFECTION",-1.94100407112157,0.0145402708481825,0.0453726524057742,-0.606540687471631,152
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3",-1.93980767813968,0.0102358123866287,0.043683138053999,-0.62545957313943,96
"REACTOME_RRNA_PROCESSING",-1.93266606523111,0.00621214474297251,0.043683138053999,-0.595049639742847,198
"REACTOME_KEAP1_NFE2L2_PATHWAY",-1.92941984662833,0.0124056094929881,0.043683138053999,-0.609867656171836,122
"REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP",-1.92804455588953,0.0116997502300513,0.043683138053999,-0.615725380592666,107
"REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1",-1.92796577306209,0.00451920662816972,0.043683138053999,-0.658293238323699,53
"REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY",-1.92590869532123,0.00399700224831376,0.043683138053999,-0.674987860854918,43
"REACTOME_PROTEIN_LOCALIZATION",-1.92320992602524,0.0148975791433892,0.0455792732605508,-0.600050439016008,155
"REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA",-1.9228338446642,0.00451920662816972,0.043683138053999,-0.656540969787039,53
"REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS",-1.92147361353615,0.00652938221998995,0.043683138053999,-0.644396924755019,62
"REACTOME_HEDGEHOG_LIGAND_BIOGENESIS",-1.92052919160755,0.00652938221998995,0.043683138053999,-0.644080197748116,62
"REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA",-1.9188710771222,0.00768165218486337,0.043683138053999,-0.633675523480488,72
"REACTOME_DEGRADATION_OF_DVL",-1.91877199995293,0.00502765208647562,0.043683138053999,-0.652989471497544,55
"REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS",-1.91848733565657,0.00821068938807126,0.043683138053999,-0.59079716517462,197
"REACTOME_INTERLEUKIN_1_SIGNALING",-1.91784314408715,0.0120274914089347,0.043683138053999,-0.611138038598201,110
"REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES",-1.91712766620305,0.00411882176734898,0.043683138053999,-0.664904504498389,46
"REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE",-1.91642414465322,0.00977240581200977,0.043683138053999,-0.620949150795827,90
"REACTOME_REGULATION_OF_RAS_BY_GAPS",-1.91588471574802,0.00676946220383603,0.043683138053999,-0.639025773064792,65
"REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION",-1.91528584997265,0.0102985269195672,0.043683138053999,-0.614380237986261,101
"REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY",-1.91319438146405,0.00326961770623742,0.043683138053999,-0.692580348937196,35
"REACTOME_DNA_REPLICATION_PRE_INITIATION",-1.91101085000684,0.0152102166738413,0.0458075130061034,-0.59612985130603,156
"REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT",-1.90342434063421,0.00652938221998995,0.043683138053999,-0.638343812253167,62
"REACTOME_SIGNALING_BY_ROBO_RECEPTORS",-1.90210042763226,0.00805051302288871,0.043683138053999,-0.584911002117959,205
"REACTOME_HIV_INFECTION",-1.9003662611524,0.00295420974889217,0.043683138053999,-0.583458344233542,224
"REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES",-1.89983827947914,0.003272086584445,0.043683138053999,-0.690551359430003,34
"REACTOME_DEGRADATION_OF_AXIN",-1.8990906353768,0.00451920662816972,0.043683138053999,-0.648433982438828,53
"REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR",-1.89695275256051,0.00828658847526772,0.043683138053999,-0.620780097468176,79
"REACTOME_METABOLISM_OF_POLYAMINES",-1.88651467572788,0.00564404866424182,0.043683138053999,-0.638715046873764,57
"REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS",-1.88622509678585,0.00590229812884591,0.043683138053999,-0.635827952404372,59
"REACTOME_APOPTOSIS",-1.88612350328672,0.0156041016495765,0.0464073218734713,-0.585035467367126,175
"REACTOME_SIGNALING_BY_NOTCH4",-1.88441831890121,0.00854264949636619,0.043683138053999,-0.615292672956745,81
"REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS",-1.88318325444298,0.00904113077804661,0.043683138053999,-0.611838885054261,85
"REACTOME_CHOLESTEROL_BIOSYNTHESIS",-1.88216766893586,0.00293779537616554,0.043683138053999,-0.711965277819287,27
"REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT",-1.87485066892977,0.000839311067374142,0.043683138053999,-0.730333932370337,23
"REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT",-1.86955469031689,0.00784710796101759,0.043683138053999,-0.61519117728066,75
"REACTOME_ORC1_REMOVAL_FROM_CHROMATIN",-1.86906068268388,0.00765946760421899,0.043683138053999,-0.6201160275431,69
"REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY",-1.86876625329301,0.0100697134004648,0.043683138053999,-0.604362930987991,93
"REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS",-1.86674146584901,0.0127164502164502,0.043812821228732,-0.588893634572647,125
"REACTOME_PCP_CE_PATHWAY",-1.85692144950551,0.00961908426317815,0.043683138053999,-0.601879537928794,89
"REACTOME_DNA_REPLICATION",-1.85600067923013,0.0165687603554752,0.0473770426658307,-0.574668318584623,182
"REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS",-1.85452823596926,0.00740276035131744,0.043683138053999,-0.618387340766972,66
"REACTOME_SOMITOGENESIS",-1.85432380405465,0.00451920662816972,0.043683138053999,-0.633148595751833,53
"REACTOME_MRNA_SPLICING_MINOR_PATHWAY",-1.85400649650523,0.00437008365588713,0.043683138053999,-0.637350487429967,50
"REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES",-1.85323030540978,0.0140714396165146,0.0451845557690097,-0.570943670332641,196
"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING",-1.84985888464668,0.00980265703598607,0.043683138053999,-0.59924588053361,91
"REACTOME_UCH_PROTEINASES",-1.84871923791651,0.0102757544224766,0.043683138053999,-0.594939562854706,98
"REACTOME_PROGRAMMED_CELL_DEATH",-1.84870340868499,0.0120196109441721,0.043683138053999,-0.56824649033516,206
"REACTOME_FORMATION_OF_PARAXIAL_MESODERM",-1.84554468063777,0.00676946220383603,0.043683138053999,-0.615564499563175,65
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",-1.84382614611511,0.00577889447236181,0.043683138053999,-0.622946492877417,58
"REACTOME_SARS_COV_1_HOST_INTERACTIONS",-1.83808162791459,0.0102001291155584,0.043683138053999,-0.59371695335604,94
"REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS",-1.83661503561917,0.00411882176734898,0.043683138053999,-0.636980849914518,46
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS",-1.83644926067391,0.00917782026768642,0.043683138053999,-0.59791636438194,84
"REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY",-1.83615011074538,0.00326633165829146,0.043683138053999,-0.669768837965345,33
"REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION",-1.83360193772273,0.0156890459363958,0.0464073218734713,-0.573599366400691,148
"REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME",-1.83282450136246,0.00564404866424182,0.043683138053999,-0.620537227916041,57
"REACTOME_RAF_ACTIVATION",-1.83258009357182,0.00326633165829146,0.043683138053999,-0.668466609874157,33
"REACTOME_RHO_GTPASES_ACTIVATE_PKNS",-1.83146015155443,0.00959447358321607,0.043683138053999,-0.593955612354469,88
"REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT",-1.83065002561801,0.0116410670978173,0.043683138053999,-0.562375749435925,217
"REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX",-1.82680920089045,0.00326633165829146,0.043683138053999,-0.666361572784538,33
"REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE",-1.8249506299509,0.00943757173829869,0.043683138053999,-0.592103617285977,87
"REACTOME_STABILIZATION_OF_P53",-1.82443044765319,0.00502765208647562,0.043683138053999,-0.620883499356,55
"REACTOME_HIV_TRANSCRIPTION_ELONGATION",-1.82408213219091,0.00399700224831376,0.043683138053999,-0.639299931207725,43
"REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS",-1.81829382661812,0.0162162162162162,0.0469798657718121,-0.568388601549395,151
"REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE",-1.81648461018534,0.00665494726268207,0.043683138053999,-0.606957986274132,64
"REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT",-1.81414880318577,0.00329865516366404,0.043683138053999,-0.669992781541832,31
"REACTOME_S_PHASE",-1.81085110381857,0.0168140310189883,0.0474201604927453,-0.564096727320447,161
"REACTOME_NEUTROPHIL_DEGRANULATION",-1.81046340993879,0.000419594209052052,0.043683138053999,-0.545487558506923,422
"REACTOME_SYNTHESIS_OF_DNA",-1.81011713215971,0.0122065727699531,0.043683138053999,-0.573060347902262,119
"REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT",-1.80934747401565,0.00577326801959412,0.043683138053999,-0.552953955298105,256
"REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME",-1.80733471664696,0.0076681332495286,0.043683138053999,-0.59889111281009,70
"REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX",-1.803321405509,0.000326864560636863,0.043683138053999,-0.789788223811623,13
"REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS",-1.80196757516134,0.00250230475437903,0.043683138053999,-0.727789471462833,19
"REACTOME_ABC_TRANSPORTER_DISORDERS",-1.80084312691874,0.00782630648826054,0.043683138053999,-0.592850495875005,74
"REACTOME_TNF_SIGNALING",-1.79933400309202,0.00564404866424182,0.043683138053999,-0.609198389449611,57
"REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION",-1.79735602532851,0.000435642932458535,0.043683138053999,-0.836113635305871,10
"REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX",-1.7965574202641,0.00892857142857143,0.043683138053999,-0.585814206418094,83
"REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE",-1.79652324973978,0.00813214739517154,0.043683138053999,-0.590903282254394,76
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX",-1.79505019909185,0.0100736148779543,0.043683138053999,-0.581016999667491,92
"REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A",-1.79313786236668,0.00257201646090535,0.043683138053999,-0.683431546557995,26
"REACTOME_COMPLEX_IV_ASSEMBLY",-1.7922335041382,0.00423306772908367,0.043683138053999,-0.619694216088447,47
"REACTOME_SARS_COV_2_HOST_INTERACTIONS",-1.79152638471789,0.0179276815557581,0.0489570206719039,-0.553248232420582,187
"REACTOME_MAPK6_MAPK4_SIGNALING",-1.79147300519399,0.00943757173829869,0.043683138053999,-0.581241831552496,87
"REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING",-1.79106259104735,0.00257201646090535,0.043683138053999,-0.682640583455234,26
"REACTOME_INTERLEUKIN_10_SIGNALING",-1.78929629953873,0.00377026517531733,0.043683138053999,-0.645267185935552,36
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES",-1.78846137687798,0.00437828371278459,0.043683138053999,-0.616994716486359,49
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2",-1.78844621861687,0.0119079121460704,0.043683138053999,-0.569423967384039,111
"REACTOME_HEDGEHOG_ON_STATE",-1.78582907525815,0.00917782026768642,0.043683138053999,-0.581435300692207,84
"REACTOME_G2_M_CHECKPOINTS",-1.78580507932837,0.0170653442240373,0.0476284930390697,-0.555537343240625,164
"REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING",-1.77971040812039,0.000399554804079813,0.043683138053999,-0.768195591185322,14
"REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY",-1.77847382142916,0.00339195979899497,0.043683138053999,-0.648730372184463,33
"REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR",-1.77613016069689,0.0110005238344683,0.043683138053999,-0.567920060827793,105
"REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY",-1.77576795720771,0.00782630648826054,0.043683138053999,-0.5845955698489,74
"REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES",-1.77504314173361,0.00343861436576668,0.043683138053999,-0.659842261477769,30
"REACTOME_TBC_RABGAPS",-1.77345760631453,0.00399850056228914,0.043683138053999,-0.618987913566596,44
"REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION",-1.77221496053719,0.00943757173829869,0.043683138053999,-0.574993576001904,87
"REACTOME_SARS_COV_1_INFECTION",-1.77138755029003,0.0142580287929125,0.0452197302241442,-0.555268494168216,139
"REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION",-1.77085118127815,0.00827287768868525,0.043683138053999,-0.580420771276237,78
"REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE",-1.76876741416358,0.00424363454817773,0.043683138053999,-0.610976123076505,48
"REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING",-1.7686025337456,0.0149357900614182,0.0455792732605508,-0.55386736332862,143
"REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION",-1.76775817339797,0.0116997502300513,0.043683138053999,-0.564537562571572,107
"REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B",-1.76773679404676,0.00259000259000259,0.043683138053999,-0.68364353542882,24
"REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1",-1.76590845538224,0.00411882176734898,0.043683138053999,-0.612458161871358,46
"REACTOME_SIGNALING_BY_INTERLEUKINS",-1.76523169039103,0.000510018623113639,0.043683138053999,-0.532190616572562,416
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT",-1.76301478417447,0.0164732846297092,0.0473770426658307,-0.550068809920295,155
"REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE",-1.76212192203136,0.00451127819548872,0.043683138053999,-0.603045783841483,52
"REACTOME_CLEC7A_DECTIN_1_SIGNALING",-1.76153372672519,0.0103466114847387,0.043683138053999,-0.568470373250846,95
"REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION",-1.7599967778388,0.0104370515329419,0.043683138053999,-0.564035674261636,102
"REACTOME_TELOMERE_MAINTENANCE",-1.75868064149031,0.0119673855865334,0.043683138053999,-0.560926925133057,108
"REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX",-1.75705845865786,0.0045,0.043683138053999,-0.602621980322503,51
"REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY",-1.75692866003535,0.00753579502637528,0.043683138053999,-0.58494511401817,67
"REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_PATHWAY",-1.75255639811219,0.0116997502300513,0.043683138053999,-0.559682841323075,107
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST",-1.75071545192091,0.00263504611330698,0.043683138053999,-0.714915316149017,18
"REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION",-1.74921445207448,0.00271950271950272,0.043683138053999,-0.676480320071765,24
"REACTOME_SIGNALING_BY_FGFR2",-1.74713943657226,0.00767585252296464,0.043683138053999,-0.580953842324054,68
"REACTOME_NEDDYLATION",-1.74592198504429,0.0174819297360901,0.0484777280690293,-0.535443175578421,235
"REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3",-1.7440915931721,0.00626409421197695,0.043683138053999,-0.58524792768464,61
"REACTOME_RAB_GERANYLGERANYLATION",-1.74286850358101,0.00665578299635816,0.043683138053999,-0.583563723816858,63
"REACTOME_HSF1_DEPENDENT_TRANSACTIVATION",-1.74264401399277,0.00364963503649635,0.043683138053999,-0.633414541576234,34
"REACTOME_HIV_LIFE_CYCLE",-1.74255160532462,0.0156890459363958,0.0464073218734713,-0.545116405132124,148
"REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS",-1.74098287409837,0.00284201007621754,0.043683138053999,-0.668952637209192,25
"REACTOME_EPH_EPHRIN_SIGNALING",-1.74045271819122,0.00980265703598607,0.043683138053999,-0.563804693588189,91
"REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF",-1.73999376283212,0.00515334338863751,0.043683138053999,-0.592148315500037,55
"REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS",-1.73824436160552,0.00449494318891247,0.043683138053999,-0.59755502110159,50
"REACTOME_HSF1_ACTIVATION",-1.73718444719499,0.00356279424863214,0.043683138053999,-0.651861925843633,28
"REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION",-1.73701776453551,0.00665494726268207,0.043683138053999,-0.580405029898545,64
"REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION",-1.73670334625463,0.00676946220383603,0.043683138053999,-0.579261470850703,65
"REACTOME_LYSOSOME_VESICLE_BIOGENESIS",-1.73571402322865,0.00376884422110553,0.043683138053999,-0.633132965314084,33
"REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES",-1.73545999941599,0.0076681332495286,0.043683138053999,-0.575074202201951,70
"REACTOME_MRNA_CAPPING",-1.73535502331491,0.00394001016776818,0.043683138053999,-0.647428558986005,29
"REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION",-1.73445860850405,0.0147776383660951,0.0455257463829999,-0.543388611196919,142
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53",-1.73435994666426,0.00185376244391172,0.043683138053999,-0.525012416873575,356
"REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE",-1.73394416450497,0.0032705389848247,0.043683138053999,-0.687137590664724,21
"REACTOME_ASSEMBLY_OF_THE_HIV_VIRION",-1.73353817950257,0.00227211975407645,0.043683138053999,-0.725971256863493,16
"REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION",-1.73303578246787,0.00768165218486337,0.043683138053999,-0.572306482576582,72
"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES",-1.73216308455032,0.000837754004601688,0.043683138053999,-0.52486315384651,342
"REACTOME_HIV_TRANSCRIPTION_INITIATION",-1.73149707796122,0.00435756972111554,0.043683138053999,-0.598693597630609,47
"REACTOME_DNA_METHYLATION",-1.73053097384806,0.00589785418496675,0.043683138053999,-0.582015120772821,60
"REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE",-1.72913904845831,0.00783520788575761,0.043683138053999,-0.570643579789918,73
"REACTOME_ATTENUATION_PHASE",-1.72707742105332,0.00297119235240925,0.043683138053999,-0.66360962687608,25
"REACTOME_PROTEIN_UBIQUITINATION",-1.72705592579255,0.00827287768868525,0.043683138053999,-0.566066275406716,78
"REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION",-1.72563240944594,0.0110005238344683,0.043683138053999,-0.55177333543755,105
"REACTOME_DEPOLYMERIZATION_OF_THE_NUCLEAR_LAMINA",-1.72449811179131,0.00281275113849451,0.043683138053999,-0.731558433416995,15
"REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION",-1.72385123210672,0.00590229812884591,0.043683138053999,-0.581093317562092,59
"REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY",-1.72368589542355,0.00753579502637528,0.043683138053999,-0.573877395004616,67
"REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE",-1.7235596234829,0.0116997502300513,0.043683138053999,-0.550422655898399,107
"REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING",-1.72316249813619,0.0076681332495286,0.043683138053999,-0.570999215892881,70
"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING",-1.72071385878828,0.00768165218486337,0.043683138053999,-0.568237370518432,72
"REACTOME_BASE_EXCISION_REPAIR",-1.72065774641131,0.00943757173829869,0.043683138053999,-0.558265883493343,87
"REACTOME_CELL_CYCLE_CHECKPOINTS",-1.72032320928874,0.011384845091452,0.043683138053999,-0.523978012735534,287
"REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS",-1.71960016711432,0.00577889447236181,0.043683138053999,-0.580976083624974,58
"REACTOME_CHROMOSOME_MAINTENANCE",-1.71716808137142,0.013634485608043,0.0447004021833308,-0.539140415842324,135
"REACTOME_GASTRULATION",-1.71571615044004,0.0119673855865334,0.043683138053999,-0.547223504917823,108
"REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION",-1.71177504632109,0.00427296719869297,0.043683138053999,-0.61731098833606,36
"REACTOME_MITOTIC_PROPHASE",-1.71130974750681,0.0142580287929125,0.0452197302241442,-0.536436188906215,139
"REACTOME_SARS_COV_2_INFECTION",-1.71052016630172,0.0136229749631811,0.0447004021833308,-0.521030972531035,280
"REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION",-1.7095267297509,0.00407176485557959,0.043683138053999,-0.641483630673736,28
"REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS",-1.7090489930999,0.00407539480387163,0.043683138053999,-0.635310053073954,30
"REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION",-1.70839880846286,0.00589785418496675,0.043683138053999,-0.574571593263467,60
"REACTOME_HCMV_LATE_EVENTS",-1.70781041927169,0.0122096881220969,0.043683138053999,-0.542852445020514,113
"REACTOME_NFE2L2_REGULATING_ANTI_OXIDANT_DETOXIFICATION_ENZYMES",-1.70683368484227,0.00368906455862978,0.043683138053999,-0.696995929335023,18
"REACTOME_SIGNALING_BY_FGFR1",-1.70630099362554,0.004618072890664,0.043683138053999,-0.589398672509978,48
"REACTOME_REPLACEMENT_OF_PROTAMINES_BY_NUCLEOSOMES_IN_THE_MALE_PRONUCLEUS",-1.70623954909763,0.00400801603206413,0.043683138053999,-0.609230279135711,38
"REACTOME_DEUBIQUITINATION",-1.70541369217006,0.0155543497920058,0.0464073218734713,-0.520058247792194,272
"REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH",-1.70482165933172,0.0102891377963011,0.043683138053999,-0.54715995362491,100
"REACTOME_SIGNALING_BY_CSF3_G_CSF",-1.70463314859886,0.00432130147432639,0.043683138053999,-0.635966801126931,29
"REACTOME_SIGNALING_BY_FGFR3",-1.70386849270718,0.00400801603206413,0.043683138053999,-0.608383669204906,38
