"pathway","NES","pval","padj","ES","size"
"KEGG_LEISHMANIA_INFECTION",-1.69014952610076,0.00205394415859846,0.0114522947024884,-0.532554436445708,60
"KEGG_HISTIDINE_METABOLISM",-1.6860496106365,0.00369685767097967,0.0161957574157204,-0.607914293120607,27
"KEGG_CARDIAC_MUSCLE_CONTRACTION",-1.67218067875065,0.00270006629869735,0.0128521536670547,-0.526892576813564,60
"KEGG_PYRIMIDINE_METABOLISM",-1.66974224764897,0.000239159687649516,0.00275033640796943,-0.495279514463993,97
"KEGG_PATHWAYS_IN_CANCER",-1.65042663649948,4.63632289653691e-07,1.42180568827132e-05,-0.447625188095339,306
"KEGG_MAPK_SIGNALING_PATHWAY",-1.62981369110993,4.88392730253324e-06,0.000112330327958265,-0.447410929217472,244
"KEGG_ETHER_LIPID_METABOLISM",-1.62943857827326,0.00832562442183164,0.0289040545965476,-0.584290169874002,28
"KEGG_NOTCH_SIGNALING_PATHWAY",-1.62354294711365,0.005005005005005,0.0196268062350666,-0.535336401703581,45
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",-1.62121122032057,0.00202116276304839,0.0114522947024884,-0.500245599279301,69
"KEGG_PRION_DISEASES",-1.61930632249158,0.00691003911342894,0.0254289439374185,-0.569688925883991,31
"KEGG_LYSOSOME",-1.61902476426306,0.000328145199108638,0.00355168921388173,-0.470751944085322,118
"KEGG_ACUTE_MYELOID_LEUKEMIA",-1.60968595467588,0.00427298254181419,0.018284390411484,-0.51437422190117,55
"KEGG_CHRONIC_MYELOID_LEUKEMIA",-1.60315202463067,0.00248138957816377,0.0123398833076252,-0.492309135966212,72
"KEGG_BASAL_TRANSCRIPTION_FACTORS",-1.58666901314878,0.0115329791369703,0.035367802686709,-0.551943721761596,33
"KEGG_GLIOMA",-1.58603918514402,0.00443964482841373,0.0185657874642756,-0.49624449942338,63
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",-1.58465724110752,8.03390163987315e-05,0.00134385263794242,-0.441384423391003,191
"KEGG_ENDOCYTOSIS",-1.58414600474235,0.000149584759699506,0.00196597112747922,-0.445013086673244,172
"KEGG_MELANOGENESIS",-1.58409498784353,0.00157703656346255,0.0100060250923141,-0.473187749680622,91
"KEGG_CITRATE_CYCLE_TCA_CYCLE",-1.58286574797291,0.0138760407030527,0.0405268490374873,-0.567589910477579,28
"KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",-1.58265716207738,0.0179556058249682,0.0471420882762083,-0.658238846536347,14
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",-1.58224765275669,0.00273451432647723,0.0128521536670547,-0.488222888751677,69
"KEGG_STEROID_BIOSYNTHESIS",-1.58037102047014,0.0185858021240917,0.0474970498726787,-0.639882765232133,16
"KEGG_TRYPTOPHAN_METABOLISM",-1.57251369289269,0.0125544452984883,0.0378691464741288,-0.540752862101653,35
"KEGG_AXON_GUIDANCE",-1.57250675072628,0.00083168690451324,0.00588578424732447,-0.455864781149164,122
"KEGG_BUTANOATE_METABOLISM",-1.57023327518758,0.0150654156204572,0.0426467149871405,-0.563060111215374,28
"KEGG_SPLICEOSOME",-1.56589586249173,0.00051448515698206,0.00446382533823347,-0.452827070568768,125
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",-1.56567131902507,0.00279394644935972,0.0128521536670547,-0.474508144157714,80
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",-1.56191061113355,0.00242298373139495,0.0123398833076252,-0.467957677601136,89
"KEGG_PURINE_METABOLISM",-1.55507050306446,0.000468515567715867,0.00431458583670671,-0.441788859731413,152
"KEGG_N_GLYCAN_BIOSYNTHESIS",-1.55485566157916,0.0105971823962099,0.0336186476017695,-0.510581646917018,46
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",-1.55117960618417,0.0086018899927308,0.0290841649367209,-0.492374909749504,57
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",-1.5469411773549,0.00956703054090519,0.0308830459566062,-0.496895693556766,53
"KEGG_TIGHT_JUNCTION",-1.53987186700436,0.00201432408236347,0.0114522947024884,-0.448391798635678,117
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",-1.53241309605103,0.0179349218549833,0.0471420882762083,-0.526963149101302,35
"KEGG_VEGF_SIGNALING_PATHWAY",-1.52640212177543,0.00749019141600285,0.0265037542412409,-0.470991031013072,69
"KEGG_TYROSINE_METABOLISM",-1.52294588585033,0.0179366492812619,0.0471420882762083,-0.516637840625893,38
"KEGG_PROSTATE_CANCER",-1.52040070573255,0.00521014241055922,0.0199722125738104,-0.458136687008764,85
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",-1.51638196469189,0.0180100755667506,0.0471420882762083,-0.50377731586164,43
"KEGG_APOPTOSIS",-1.51385360757496,0.00710376149994177,0.0256292571762605,-0.458399437885657,81
"KEGG_FOCAL_ADHESION",-1.51194196177791,0.000801742415945618,0.00588578424732447,-0.421772066976288,187
"KEGG_MTOR_SIGNALING_PATHWAY",-1.50403277303676,0.0169554455445545,0.0471420882762083,-0.48873551317205,49
"KEGG_ARACHIDONIC_ACID_METABOLISM",-1.50233598359628,0.0195195195195195,0.0491998848163232,-0.495370412614002,45
"KEGG_WNT_SIGNALING_PATHWAY",-1.50120043123866,0.00232146805217776,0.0122042891885916,-0.430487304113134,137
"KEGG_ERBB_SIGNALING_PATHWAY",-1.49741578484549,0.00869363625825896,0.0290841649367209,-0.451633840436454,84
"KEGG_PPAR_SIGNALING_PATHWAY",-1.49435708357874,0.0181906971065804,0.0471420882762083,-0.477520947409328,55
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",-1.48641331967191,0.0141751042287076,0.0407534246575342,-0.459605373335666,68
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",-1.48365804532182,0.00501336898395722,0.0196268062350666,-0.430107819771488,122
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",-1.46034230527504,0.00461285008237232,0.0188614314479224,-0.415543616970036,148
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",-1.45957681765136,0.00588170014426812,0.0220863842152109,-0.42016077724104,132
"KEGG_GNRH_SIGNALING_PATHWAY",-1.45834784402651,0.0127703635526921,0.0378991434466992,-0.435931436103279,90
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",-1.44775834303048,0.0111350982842859,0.0347264082086204,-0.427523014642447,102
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",-1.40095625909206,0.00902762671307374,0.0296622020572423,-0.390997221414883,186
