"pathway","NES","pval","padj","ES","size"
"REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS",-2.02003190532512,4.00208072868231e-10,1.99334405524753e-08,-0.573223890047382,151
"REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER",-2.01022093013608,2.92112876096118e-06,4.45042558287615e-05,-0.651500094716506,50
"REACTOME_MITOCHONDRIAL_TRANSLATION",-2.00199718324735,3.7804030983453e-08,1.16562428865647e-06,-0.597057696803493,93
"REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS",-1.9982765567926,3.21608807675815e-06,4.84283030163001e-05,-0.627247394073857,62
"REACTOME_SARS_COV_1_HOST_INTERACTIONS",-1.99708075154722,5.08027211812076e-08,1.43020704194921e-06,-0.594414795722238,94
"REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS",-1.98531764576371,1.94848628691264e-08,6.30822435387968e-07,-0.573817376313641,122
"REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION",-1.98518948940374,4.17029089349345e-06,5.93464473304837e-05,-0.625859126730068,60
"REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21",-1.98368495807279,4.17029089349345e-06,5.93464473304837e-05,-0.625384801901152,60
"REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS",-1.97683362372288,4.44625116387382e-11,2.61722511691663e-09,-0.549669639076692,197
"REACTOME_PCP_CE_PATHWAY",-1.97526285728026,2.64640892745839e-07,6.11982064474752e-06,-0.5923620862476,89
"REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT",-1.97123468931546,8.19476669426754e-13,7.58015919219748e-11,-0.539716429640373,256
"REACTOME_KEAP1_NFE2L2_PATHWAY",-1.96545243914734,4.14828433171552e-08,1.22091550217536e-06,-0.568075725467564,122
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2",-1.96529935448652,8.06845572142846e-08,2.08973003184997e-06,-0.574025411631325,111
"REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING",-1.96529304891783,3.93789289422907e-05,0.000386331158941413,-0.757014203501728,20
"REACTOME_HIV_INFECTION",-1.96223706838547,2.58784986501811e-12,1.86181420844358e-10,-0.541238683209974,224
"REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2",-1.961353673438,3.34790018473949e-07,7.34835718514854e-06,-0.582824146372422,95
"REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA",-1.95798063783411,1.07191162753719e-06,1.95510641924037e-05,-0.601915418427074,72
"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS",-1.95714170657109,2.74667022134658e-07,6.13638347450845e-06,-0.588853240554234,86
"REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT",-1.95570122399921,8.68880118539672e-06,0.000108192283991238,-0.613883244624319,62
"REACTOME_COMPLEX_IV_ASSEMBLY",-1.94236110560814,8.1859435208551e-06,0.000104019972632486,-0.634652113280776,47
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS",-1.94157548113162,1.27219273712887e-06,2.22633728997552e-05,-0.586135437835886,84
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT",-1.93372360336231,7.84979955269197e-09,2.74742984344219e-07,-0.547398244484363,155
"REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING",-1.93064618742849,1.45731889040113e-05,0.000168502496702631,-0.610449765808445,59
"REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION",-1.92669270636424,8.38771070959234e-05,0.000738917372035516,-0.720209037582014,23
"REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE",-1.92560463673165,1.77274756739108e-06,2.95649510779125e-05,-0.578310785123231,87
"REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY",-1.92144993146662,0.000103522567688907,0.000881985033928517,-0.669310761965499,33
"REACTOME_DNA_REPLICATION",-1.91736671243051,5.34998861076096e-09,1.97949578598156e-07,-0.536386915970018,182
"REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES",-1.91585426828833,7.48134394332178e-05,0.000663584959356281,-0.65078386829688,38
"REACTOME_DNA_REPLICATION_PRE_INITIATION",-1.91496066177357,5.52049165336322e-09,1.98584352530705e-07,-0.541718522289836,156
"REACTOME_S_PHASE",-1.91310453616599,3.5114489436165e-09,1.37797769151011e-07,-0.540242691094935,161
"REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY",-1.90988645210214,2.14441309328925e-05,0.000233760980548686,-0.610188253536715,55
"REACTOME_SYNTHESIS_OF_DNA",-1.90618860527159,2.3924068480105e-07,5.63303066940654e-06,-0.552720502004526,119
"REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE",-1.90374159080361,1.16484923810204e-06,2.07565497181971e-05,-0.569966990380101,90
"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES",-1.90254032339805,1.26886973153657e-13,1.49380572939988e-11,-0.514115745274129,342
"REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1",-1.89689050748101,5.78691509337051e-06,7.82049782696598e-05,-0.583135308622757,72
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST",-1.89638756130294,0.000212249045567014,0.00152701396671824,-0.746433555341082,18
"REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT",-1.89351647113572,2.8893796974293e-09,1.16929584630342e-07,-0.52347059508607,217
"REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS",-1.89306865050278,6.18844192627374e-05,0.00058428968572133,-0.620750149498666,46
"REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT",-1.89183569058708,9.83587579262859e-06,0.000120164708975981,-0.579001691155005,75
"REACTOME_LYSOSOME_VESICLE_BIOGENESIS",-1.89159267502785,0.000213887531402418,0.00153030029373553,-0.658910395695231,33
"REACTOME_RAF_ACTIVATION",-1.88381263647572,0.000240077459425974,0.00165372505296083,-0.656200325843202,33
"REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING",-1.88153012252766,1.87834509545848e-05,0.000211517991184238,-0.602689550581657,54
"REACTOME_ESR_MEDIATED_SIGNALING",-1.87999172861208,8.61816823670554e-10,3.9974154449488e-08,-0.520615304039939,210
"REACTOME_NGF_STIMULATED_TRANSCRIPTION",-1.87910175032,0.000167549922705793,0.00127330736238405,-0.638299648484876,38
"REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION",-1.87772549513938,1.64783631463135e-06,2.80782635190473e-05,-0.550501929812222,107
"REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES",-1.87718885606012,0.000125031665519479,0.00100582523612763,-0.650786130828967,34
"REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA",-1.8741350742233,5.4189040424388e-05,0.000523692592161063,-0.60205764316245,53
"REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS",-1.87398398546099,5.42940459794596e-07,1.0291858945527e-05,-0.54058460929372,125
"REACTOME_SIGNALING_BY_NTRKS",-1.87251307744803,2.74834163337058e-07,6.13638347450845e-06,-0.539026758943436,129
"REACTOME_UCH_PROTEINASES",-1.86750112087897,3.33902026425122e-06,4.97015085310957e-05,-0.552745069719347,98
"REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME",-1.86689559562312,1.60568768337676e-05,0.000182400486839728,-0.575749881735882,70
"REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE",-1.86453453485753,3.04540657689255e-05,0.000308109493521551,-0.583707902889423,64
"REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1",-1.86327559611802,6.71397259920322e-05,0.000612295388448463,-0.598569083621589,53
"REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION",-1.86042129077771,9.62197898587577e-06,0.000118671074159134,-0.558734475814188,87
"REACTOME_NEDDYLATION",-1.85964529360307,1.72634768810092e-09,7.70903536582996e-08,-0.511575222671392,235
"REACTOME_DEGRADATION_OF_DVL",-1.85804689313142,7.16200725505182e-05,0.00064408329133973,-0.593626070000811,55
"REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS",-1.85708664988055,2.23061377469018e-06,3.5367721838663e-05,-0.545232741225077,106
"REACTOME_TELOMERE_MAINTENANCE",-1.85640902781375,1.79817070977024e-06,2.95649510779125e-05,-0.543453298989295,108
"REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH",-1.85598556938444,7.16731395187807e-06,9.4710934364103e-05,-0.548271532751758,100
"REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS",-1.85473367291827,5.44029873984402e-06,7.57546975064302e-05,-0.558894056383212,85
"REACTOME_DEPOLYMERIZATION_OF_THE_NUCLEAR_LAMINA",-1.85451319884809,0.000308254880692876,0.00197618846780829,-0.759702252723647,15
"REACTOME_HSF1_ACTIVATION",-1.85398850258158,0.000476852156737312,0.00288239635886621,-0.667538064921835,28
"REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS",-1.85287674635778,3.02880248746063e-05,0.000308109493521551,-0.576565013546568,66
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3",-1.85175271879953,7.887481242823e-06,0.000103174628378341,-0.549395182221908,96
"REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS",-1.85136100638,6.76161878900597e-05,0.000612328414808583,-0.585380635836164,59
"REACTOME_NEUTROPHIL_DEGRANULATION",-1.85123964239279,6.51792074922993e-15,1.20581533860754e-12,-0.496772977749554,422
"REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE",-1.84729400996779,3.8155126737435e-06,5.55178529494138e-05,-0.541580183072681,107
"REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION",-1.84502979253387,8.08880648595126e-06,0.000104019972632486,-0.543656366008618,102
"REACTOME_SARS_COV_1_INFECTION",-1.84279617694968,3.84768292433114e-07,8.16844161804725e-06,-0.526767353834204,139
"REACTOME_RHO_GTPASES_ACTIVATE_PKNS",-1.84034526965,1.34604566058061e-05,0.000158466284586536,-0.552366020068739,88
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53",-1.8390399163085,1.55947205942183e-12,1.34634421130085e-10,-0.49618733328392,356
"REACTOME_SARS_COV_2_HOST_INTERACTIONS",-1.83855967718247,5.98428103930369e-08,1.58155998895883e-06,-0.513038462023748,187
"REACTOME_HIV_TRANSCRIPTION_ELONGATION",-1.83823009438906,0.000347915270612177,0.00216610709347485,-0.609894591903123,43
"REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING",-1.83759176238131,2.60472751455854e-05,0.000276485420602731,-0.56671259086491,70
"REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES",-1.83540630503202,0.000733328814710943,0.0040583795514986,-0.692079814733496,22
"REACTOME_MITOTIC_PROPHASE",-1.83394853412897,5.48369318333099e-07,1.0291858945527e-05,-0.524238235609067,139
"REACTOME_HCMV_LATE_EVENTS",-1.83298164843113,2.29063182706941e-06,3.57393760970468e-05,-0.534039587997428,113
"REACTOME_HIV_LIFE_CYCLE",-1.83189709019034,3.61528893540065e-07,7.80299861890641e-06,-0.520878812220941,148
"REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY",-1.83137695533402,5.79743468253849e-06,7.82049782696598e-05,-0.546173449233883,93
"REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX",-1.83093765985459,2.66364440737364e-05,0.000280440610369826,-0.553944478980043,83
"REACTOME_NUCLEOTIDE_EXCISION_REPAIR",-1.82898440323799,4.46713633246884e-06,6.2879799462469e-05,-0.535424894431927,108
"REACTOME_ORC1_REMOVAL_FROM_CHROMATIN",-1.8285669444424,6.65081178456459e-05,0.000610836968866038,-0.565360993359344,69
"REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE",-1.8271400960838,0.000114264519445899,0.000948542004374607,-0.57772224191901,59
"REACTOME_CLEC7A_DECTIN_1_SIGNALING",-1.82645472964127,1.19283590689051e-05,0.000143029861057705,-0.542738381714254,95
"REACTOME_REGULATION_OF_RAS_BY_GAPS",-1.82515873391225,5.5691436017152e-05,0.000534225256608977,-0.569195735779632,65
"REACTOME_SIGNALING_BY_WNT",-1.82509657546013,4.728108609163e-11,2.6621307168983e-09,-0.495445479287552,309
"REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE",-1.82444525184097,0.00138094865000339,0.00664806134481185,-0.695294889718327,21
"REACTOME_SIGNALING_BY_NOTCH4",-1.82246925879561,2.89433240935331e-05,0.000299852837609003,-0.552942483146924,81
"REACTOME_SARS_COV_2_INFECTION",-1.82226395121467,2.69034909989763e-10,1.39360083374697e-08,-0.49668015022203,280
"REACTOME_HEDGEHOG_LIGAND_BIOGENESIS",-1.82089904328649,0.000141787244238758,0.0011196004956658,-0.571569623779344,62
"REACTOME_G2_M_CHECKPOINTS",-1.81953365976781,5.07467231784742e-07,9.80850843524239e-06,-0.513376373951066,164
"REACTOME_DNA_METHYLATION",-1.81489248348909,0.000182819386800146,0.00136850350234791,-0.572170581643874,60
"REACTOME_CELLULAR_SENESCENCE",-1.81204746001906,2.16472172039254e-07,5.19132338501544e-06,-0.504957108898896,191
"REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE",-1.80941717135871,8.19307892549314e-06,0.000104019972632486,-0.528495282019439,111
"REACTOME_INTERLEUKIN_1_SIGNALING",-1.80860265183683,6.63568066350557e-06,8.85897573117496e-05,-0.528659844999469,110
"REACTOME_COMPLEX_I_BIOGENESIS",-1.80830717298486,0.000194181078253086,0.00144519825481463,-0.561295065140869,67
"REACTOME_DARPP_32_EVENTS",-1.8078645754196,0.000668736697805947,0.00383192045866682,-0.675790385067984,23
"REACTOME_METABOLISM_OF_POLYAMINES",-1.80523119535621,0.000168135566770404,0.00127330736238405,-0.573635955394341,57
"REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT",-1.80499957707787,0.000717816960497936,0.00402913171184251,-0.674719431878847,23
"REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION",-1.80319048905592,0.000742357123641523,0.00408081134942643,-0.674043184162286,23
"REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION",-1.80277276221385,3.02771151581625e-05,0.000308109493521551,-0.534863354132543,96
"REACTOME_AMYLOID_FIBER_FORMATION",-1.80243651220786,1.60015176199983e-05,0.000182400486839728,-0.532972509474271,99
"REACTOME_HSF1_DEPENDENT_TRANSACTIVATION",-1.80230392458375,0.000499239260710181,0.00296566441568662,-0.624824931104404,34
"REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR",-1.80125879120397,5.71505138502543e-05,0.000544190554677053,-0.5481756633004,79
"REACTOME_CHOLESTEROL_BIOSYNTHESIS",-1.80084649608784,0.000685653344580772,0.00391154661335727,-0.65363016781658,27
"REACTOME_DEGRADATION_OF_AXIN",-1.79876443405101,0.00022440909421627,0.00157086365951389,-0.577845156768114,53
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS",-1.79863179441053,8.64306042151092e-10,3.9974154449488e-08,-0.49023891914586,280
"REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B",-1.79814102972037,0.00160567364954861,0.00750666922803412,-0.666432744689575,24
"REACTOME_SOMITOGENESIS",-1.79636934296685,0.000227162545700934,0.00158158869184252,-0.577075744299869,53
"REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION",-1.79620325249975,1.26321283219411e-05,0.000150078955751502,-0.5281334532916,105
"REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES",-1.79469679175081,4.15897938759812e-07,8.48908482105836e-06,-0.49914128524371,196
"REACTOME_SIGNALING_BY_NOTCH",-1.79293530761893,4.93179547811481e-08,1.41926114314637e-06,-0.494162724180272,227
"REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION",-1.79181116004169,0.000179703170452429,0.00135299770776683,-0.560941251046185,64
"REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION",-1.79024476229127,2.82477760918899e-06,4.35486548083302e-05,-0.51090307949198,142
"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING",-1.78873347641404,8.78295318492511e-05,0.000763350629159599,-0.549886060212151,72
"REACTOME_TNF_SIGNALING",-1.78711067061478,0.000266554618317978,0.00176179326875244,-0.567877920329891,57
"REACTOME_CRISTAE_FORMATION",-1.78663355467404,0.000911041468574861,0.004738147396805,-0.622349323939582,33
"REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES",-1.78660081143491,0.000496832025934668,0.00296496531606173,-0.585838617367684,46
"REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A",-1.78627356679575,0.00106608165294697,0.00544885673318673,-0.653570371881687,26
"REACTOME_APOPTOSIS",-1.7858866203101,1.80357616614293e-06,2.95649510779125e-05,-0.501201392929305,175
"REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME",-1.78491841624544,0.000277490098432066,0.0018148973609572,-0.567181302670691,57
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES",-1.78433218137283,0.000209593649751383,0.00151633394652537,-0.579664983690814,49
"REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION",-1.7843199390753,0.000794927519399877,0.00423634213013515,-0.694501625051513,19
"REACTOME_G1_S_SPECIFIC_TRANSCRIPTION",-1.78281926617603,0.00118186620443722,0.00586832919180074,-0.637377145626805,29
"REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION",-1.78243117338482,6.30654829992378e-05,0.000587552521467719,-0.543072471250341,78
"REACTOME_TBC_RABGAPS",-1.78174672479686,0.000573343585327925,0.00334450424774623,-0.588866755135889,44
"REACTOME_HCMV_INFECTION",-1.78083592490746,2.23950053341341e-06,3.5367721838663e-05,-0.503699944664023,157
"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING",-1.78081459614169,3.36638977055154e-05,0.000337943779291802,-0.532185243034913,91
"REACTOME_ERK_MAPK_TARGETS",-1.77870690927727,0.00201886059623593,0.0091094929342353,-0.670700075979268,22
"REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION",-1.77817618892021,0.00141746898106292,0.0067486115091047,-0.640241452732338,28
"REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING",-1.77609919130003,0.00115892635272385,0.00579463176361924,-0.644647955830937,27
"REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE",-1.77540877704435,0.0001126726453459,0.000947591780633617,-0.542589439374777,76
"REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE",-1.77501283672535,0.000768696643014391,0.00414775896959848,-0.615363623353645,34
"REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE",-1.77425851024378,0.00124041961170775,0.00610776957095641,-0.61803864673622,33
"REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX",-1.77415243191565,0.000231010034186013,0.00159977537043255,-0.572930211696172,51
"REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT",-1.77396739360143,0.00071783626010155,0.00402913171184251,-0.62576088482608,31
"REACTOME_EARLY_SARS_COV_2_INFECTION_EVENTS",-1.77270151031684,0.00124787102475087,0.00612118551913779,-0.605142994044895,37
"REACTOME_SARS_COV_INFECTIONS",-1.77147110012824,2.57927557957258e-11,1.59055327406976e-09,-0.476802999065776,386
"REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE",-1.77098504915501,2.47582403477443e-05,0.000266813983494242,-0.520718603775137,105
"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS",-1.77097815462459,0.00201264797714858,0.0091094929342353,-0.706207115988013,17
"REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING",-1.77080397525881,0.00140806497522143,0.00672857617310608,-0.647910283258313,26
"REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING",-1.77000955474683,8.63592535647025e-06,0.000108192283991238,-0.50549676998245,140
"REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM",-1.76918464824391,0.000292929552382693,0.00190625010218888,-0.57474409808678,49
"REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY",-1.76786398472392,0.00035259837160763,0.00218476024512861,-0.548741577365913,67
"REACTOME_CHROMOSOME_MAINTENANCE",-1.76636430425326,1.07983186162043e-05,0.000130689930915743,-0.506315861157531,135
"REACTOME_ERKS_ARE_INACTIVATED",-1.7662156769467,0.00191717048436729,0.00880984610405531,-0.747675212483215,13
"REACTOME_SIGNALING_BY_FGFR3",-1.76560614498026,0.00145336836999722,0.00689418329357657,-0.599747076767781,38
"REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION",-1.76414358282231,3.77811248804802e-05,0.00037348516580322,-0.520559617734382,101
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1",-1.76342250287632,4.00720471682943e-07,8.36988727144212e-06,-0.486995365751188,219
"REACTOME_GASTRULATION",-1.76155536934433,2.11837227843643e-05,0.000233760980548686,-0.515685424106075,108
"REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION",-1.76129061034349,0.000273467547100232,0.00179766737814619,-0.549277762119524,65
"REACTOME_RMTS_METHYLATE_HISTONE_ARGININES",-1.76092256112334,7.44132793270048e-05,0.000663584959356281,-0.539282237005901,74
"REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE",-1.76038159336318,0.000512906161100591,0.00303293825856286,-0.567129588874353,52
"REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION",-1.76010168800075,0.00248618784530387,0.010732044198895,-0.709953440076615,16
"REACTOME_PROGRAMMED_CELL_DEATH",-1.75899833874124,4.19537782662344e-07,8.48908482105836e-06,-0.487689080967755,206
"REACTOME_G0_AND_EARLY_G1",-1.75645717536303,0.00147563900543411,0.00696322574032554,-0.637518745095293,27
"REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY",-1.75591305552411,0.00082461954586633,0.00437656685203646,-0.619392279286337,31
"REACTOME_RNA_POLYMERASE_II_PRE_TRANSCRIPTION_EVENTS",-1.75460911401032,0.000156225947214877,0.00121875061230883,-0.532353517498702,81
"REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS",-1.75184693502123,2.49301096546743e-05,0.000266813983494242,-0.505351965789555,125
"REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES",-1.75150859500901,0.000198179995969446,0.00146483032517328,-0.540164575244622,70
"REACTOME_SIGNALING_BY_INTERLEUKINS",-1.75095711900276,1.69726343952124e-11,1.1568190285158e-09,-0.470163303822264,416
